ID,designation_header,strain_number_header,is_type_strain_header,species,Cell length (µm),Cell Width (µm),Cell Shape,Reference,NCBI ID
133154.0,,"DSM 105721, 180-3, CCUG 65562, JCM 18676",1.0,Butyricimonas faecihominis,1.3,"1.7-2.3, 1.3",,,1712515
,,,,,1.7-2.3,,,,
12522.0,MT01,"DSM 23225, CCUG 56610, JCM 15148",1.0,Butyricimonas synergistica,1.5,1,rod-shaped,29161.0,544644
12523.0,MT12,"DSM 23226, CCUG 56611, JCM 15149",1.0,Butyricimonas virosa,1.5,1,rod-shaped,29161.0,544645
22942.0,R27,"DSM 25160, CGMCC 1.11013, LMG 27580",1.0,Caballeronia grimmiae,1.75,0.5,rod-shaped,30831.0,1071679
133975.0,,"CCUG 63059, LMG 22934",1.0,Caballeronia humi,1.75,0.7,rod-shaped,30983.0,326475
159714.0,RPE64,"NCIMB 15023, JCM 31142",1.0,Caballeronia insecticola,2.4-3.2,0.9,rod-shaped,66600.0,758793
133976.0,,"CCUG 63060, LMG 22936",1.0,Caballeronia telluris,1.75,0.7,rod-shaped,30983.0,326475
133974.0,,"CCUG 63062, LMG 22937",1.0,Caballeronia terrestris,1.9,0.7,rod-shaped,30983.0,1226301
23817.0,OP-1,"DSM 28073, CCTCC AB 2010354, KCTC 23300",1.0,Caballeronia zhejiangensis,1.3,0.35,rod-shaped,30412.0,871203
132575.0,B157,"DSM 101100, NBRC 111400",1.0,Caenibacillus caldisaponilyticus,3.5-7,0.6-0.7,rod-shaped,43606.0,1674942
133087.0,CGII-59m2,"DSM 29806, NCAIM B.02615",1.0,Caenimicrobium hargitense,1.1-1.2,0.6-0.8,rod-shaped,25218.0,1549637
3027.0,EMB320,"DSM 17982, KCTC 12616",1.0,Caenimonas koreensis,1.4,0.5,rod-shaped,32387.0,1121255
134240.0,K92T,"KCTC 12839, JCM 14346",1.0,Caenispirillum bisanense,0.7-7,0.5-0.7,spiral-shaped,32067.0,414052
133755.0,AK4,"MTCC 10963, JCM 17360",1.0,Caenispirillum salinarum,4,1,ovoid-shaped,30406.0,1238182
134179.0,HA6,"CGMCC 1.4242, JCM 13486",1.0,Caldalkalibacillus thermarum,3-6.5,0.5,rod-shaped,31714.0,296745
1498.0,JW/WZ-YB58,"DSM 17740, ATCC BAA 1258",1.0,Caldalkalibacillus uzonensis,8.75,0.75,rod-shaped,32349.0,353224
16797.0,K67,"DSM 18923, VKM B-2408",1.0,Caldanaerobacter uzonensis,2.5,0.4,rod-shaped,29399.0,447594
16851.0,JW/YJL-F3,"DSM 17918, ATCC BAA 1278",1.0,Caldanaerobius fijiensis,10.25,0.85,rod-shaped,32332.0,456330
16902.0,"JW-Sb4, JW/SA-NV4","DSM 18802, ATCC BAA 1454",1.0,Caldanaerovirga acetigignens,4.5,0.6,rod-shaped,29060.0,447595
24651.0,KKC1,"DSM 26464, NBRC 109353",1.0,Calderihabitans maritimus,2,,rod-shaped,31040.0,1246530
1324.0,Tf,DSM 16016,1.0,Caldibacillus debilis,6,0.5,rod-shaped,31293.0,301148
18028.0,108,"DSM 18901, VKM B-2411",1.0,Caldicellulosiruptor hydrothermalis,3-3.2,"3.1, 3-3.2",,,632292
,,,,,3.1,,,,
18026.0,I77R1B,"DSM 12137, ATCC 700853",1.0,Caldicellulosiruptor kristjanssonii,2.8-9.4,0.7-1,rod-shaped,43373.0,632335
18029.0,2002,"DSM 18902, VKM B-2412",1.0,Caldicellulosiruptor kronotskyensis,3-3.2,"3.1, 3-3.2",,,413889
,,,,,3.1,,,,
18024.0,6A,DSM 9545,1.0,Caldicellulosiruptor lactoaceticus,1.5-3.5,0.7,rod-shaped,43351.0,632516
140656.0,OB47,ATCC BAA 2073,1.0,Caldicellulosiruptor obsidiansis,2,0.2,rod-shaped,43401.0,
23443.0,D2C22,"DSM 24605, JCM 17646",1.0,Caldicoprobacter guelmensis,8.5,0.35,rod-shaped,30742.0,1170224
17803.0,JW/HY-331,"DSM 21659, ATCC BAA 1711",1.0,Caldicoprobacter oshimai,9,0.45,rod-shaped,29349.0,551788
16896.0,DS,"DSM 19393, VKM B-2460",1.0,Caldimicrobium rimae,1.1,0.5,rod-shaped,29094.0,444091
132490.0,TF1,"DSM 29380, NBRC 110713",1.0,Caldimicrobium thiodismutans,1-2,0.5-0.6,rod-shaped,43669.0,1653476
17798.0,AZM16c01,"DSM 21853, NBRC 104410",1.0,Caldisericum exile,4.95,0.3,,29275.0,693075
2090.0,IC-154,"DSM 15908, ANMR 0165, JCM 11604, MCC-UPLB 1331",1.0,Caldisphaera lagunensis,0.8-1.1,,coccus-shaped,23168.0,1056495
3846.0,Yu37-1,"DSM 19672, NBRC 101217",1.0,Calditerrivibrio nitroreducens,1.4-2,0.4-0.5,ovoid-shaped,32572.0,768670
18091.0,MC,"DSM 21940, VKM B-2536",1.0,Caldithrix palaeochoryensis,04-12,0.2-0.3,rod-shaped,29595.0,650508
158567.0,,"KCTC 52714, CGMCC 1.16330, YIM 72346",1.0,Caldovatus sediminis,1.2-1.4,0.5-0.6,ovoid-shaped,65268.0,
140587.0,R161,"JCM 31558, KACC 18906, KEMB 9005-404",1.0,Calidifontibacter terrae,1.2-1.4,0.4-0.8,coccus-shaped,43248.0,1813472
2523.0,RC3,"DSM 22476, JCM 15081, KCTC 5601",1.0,Caloramator australicus,2.5-4.2,2.5-4.2,,,857293
2525.0,45B,"DSM 22065, CCUG 57396",1.0,Caloramator boliviensis,2.5,0.5,rod-shaped,30291.0,568790
2524.0,VF08,"DSM 25793, JCM 15828, KCTC 5735",1.0,Caloramator mitchellensis,2,0.6,rod-shaped,29876.0,908809
22962.0,USBA A,"DSM 22093, CMPUJ U833",1.0,Caloramator quimbayensis,2.5,0.9,rod-shaped,30521.0,1147123
18088.0,SGL43,"DSM 23830, VKM B-2670",1.0,Caloribacterium cisternae,2.5,0.4,rod-shaped,30305.0,996765
140271.0,KR,"DSM 101605, VKM B-3022",1.0,Calorithrix insularis,2-20,0.2-0.3,rod-shaped,43174.0,1852309
1675.0,"B1252, UK34/07-5","DSM 24741, CCM 7941, CCUG 61094, CIP 110303",1.0,Camelimonas abortus,1-1.5,"1-1.5, 2",,,432308
,,,,,2,,,,
1674.0,M 2040,"DSM 22958, CCM 7696, CCUG 58638",1.0,Camelimonas lactis,2,1,rod-shaped,29647.0,659006
158813.0,THG-YT1,"KACC 19471, CGMCC 1.16306",1.0,Camelliibacillus cellulosilyticus,6.0-11.0,0.5-1.0,rod-shaped,65577.0,
10428.0,TB-2,"DSM 16658, JCM 12641",1.0,Caminibacter mediatlanticus,1.5,0.75,rod-shaped,31378.0,391592
10427.0,CR,DSM 15016,1.0,Caminibacter profundus,1.2-1.5,0.5,rod-shaped,29965.0,217041
133481.0,86/06,"LMG 24591, CCUG 56292",1.0,Campylobacter avium,01-03,0.2-0.4,spiral-shaped,29151.0,522484
2139.0,L266,"DSM 22948, CCUG 54429, LMG 24001, LMG 54429, KCTC 15211",1.0,Campylobacter canadensis,1.65,0.55,ovoid-shaped,32164.0,449520
2140.0,150B,"CIP 110020, DSM 23162, CCUG 56289, LMG 24588",1.0,Campylobacter cuniculorum,1.9-3.3,0.2-0.4,rod-shaped,29146.0,1121267
140238.0,RC20,"DSM 102159, LMG 29375",1.0,Campylobacter geochelonis,1-2,,rod-shaped,43153.0,
133218.0,,"HV10, NCTC 13823, CIP 111092",1.0,Campylobacter hepaticus,1.0-1.2,0.3-0.4,,25036.0,
2138.0,CH001A,"DSM 21671, CCUG 45161, CIP 107682, LMG 19568, NCTC 13146",1.0,Campylobacter hominis,0.5-1.8,0.25-0.5,rod-shaped,23069.0,76517
2137.0,80-4577-4,"DSM 19053, ATCC 35217, CCUG 14169, CIP 103750, LMG 7817, NCTC 11608, LMG 6445",1.0,Campylobacter hyointestinalis,1.2-2.5,0.2-0.5,rod-shaped,23070.0,198
140602.0,WBE38,"CECT 9147, LMG 29815, CCUG 69482",1.0,Campylobacter ornithocola,1.2-3.0,0.3-0.5,rod-shaped,43276.0,205
2136.0,SU A4,"DSM 19458, ATCC 51146, CCUG 30254, JCM 12989",1.0,Campylobacter showae,2.0-5.0,0.5-0.8,rod-shaped,23068.0,204
390.0,BZ59,"DSM 22805, CGMCC 1.10190, LMG 26046",1.0,Candidimonas bauzanensis,1.55,0.8,rod-shaped,30451.0,658167
5495.0,,"DSM 22902, CCUG 51857, NCTC 13375, AHN 8855",1.0,Capnocytophaga leadbetteri,4,0.4,rod-shaped,32357.0,327575
17981.0,,"DSM 23132, VKM B-2609, SLM 61",1.0,Carboxydocella manganica,01-06,0.5-0.6,rod-shaped,29970.0,744873
17980.0,Kar,"DSM 16521, VKM B-2358",1.0,Carboxydocella sporoproducens,01-06,0.5,rod-shaped,31646.0,285110
16810.0,Ug1,"DSM 23698, NBRC 107576",1.0,Carboxydothermus pertinax,2,,rod-shaped,30244.0,870242
16808.0,1315,"DSM 21278, VKM B-2474, VKPM 9905B",1.0,Carboxydothermus siderophilus,1.1,0.5,rod-shaped,28890.0,441616
133257.0,,"Q15, CICC 23923, KCTC 42707",1.0,Carboxylicivirga flava,2.5-18.7,0.3-0.6,rod-shaped,25073.0,1740245
158815.0,JR1,"MCCC 1K03323, KCTC 52869",1.0,Carboxylicivirga sediminis,2.0-15.5,0.1-0.4,rod-shaped,65579.0,
158403.0,CP-1,"DSM 103363, CGMCC 1.15643",1.0,Carnobacterium antarcticum,1.0-1.5,0.8-1.0,rod-shaped,65473.0,2126436
2271.0,MS3,"DSM 23388, JCM 15539, KCTC 13251",1.0,Carnobacterium jeotgali,3.5,0.75,,29280.0,1449340
349.0,Ho-11,"DSM 22240, KCTC 12197, LMG 23411",1.0,Castellaniella caeni,1.2-2.0,0.3-0.5,rod-shaped,23268.0,266123
351.0,MJ06,"DSM 25289, JCM 16240, KCTC 22454",1.0,Castellaniella daejeonensis,1.4-1.7,0.3-0.5,rod-shaped,23270.0,659013
348.0,NKNTAU,"CIP 109221, DSM 11046, CCUG 39541",1.0,Castellaniella denitrificans,1.3-2,0.2-0.8,rod-shaped,31661.0,56119
158759.0,CC-YTH191,"BCRC 81023, JCM 31755",1.0,Castellaniella fermenti,2.3-2.6,0.9-1.2,,65511.0,
350.0,,"DSM 23970, JCM 15515, KCTC 22398, DCY 36",1.0,Castellaniella ginsengisoli,1.6-2.5,0.7-0.8,rod-shaped,23269.0,546114
22904.0,E103,"DSM 25756, CCUG 62394, LMG 26910",1.0,Castellaniella hirudinis,1,0.5,rod-shaped,30662.0,1144617
139755.0,CG19-1,"DSM 106146, CCUG 71490, JCM 33534",1.0,Catenibacillus scindens,1.0-2.0,0.6-1.0,rod-shaped,66717.0,673271
140748.0,D2,"KCTC 42869, MCCC 1H00129",1.0,Catenovulum sediminis,1.5-3,0.7-1.2,rod-shaped,43526.0,
17636.0,ID 139908,"DSM 44928, NRRL B-24433",1.0,Catenulispora acidiphila,0.4-1,0.5,rod-shaped,31588.0,479433
133973.0,H-E3-2,"KCTC 32211, JCM 18689",1.0,Caulobacter daechungensis,1.55,0.6,rod-shaped,30981.0,1249558
140721.0,THG-AG3.4,"KACC 18849, CCTCC AB 2016077, CCUG 72326",0.0,Caulobacter hibisci,1.5-2.1,,,,
140608.0,7F14,"CGMCC 1.15915, KCTC 52515",1.0,Caulobacter rhizosphaerae,1.8-3.2,1.1-1.3,rod-shaped,43261.0,2010972
132488.0,,"DSM 101949, CCUG 39713",1.0,Caviibacter abscessus,0.92,0.47,rod-shaped,43670.0,
24724.0,RQ-33,"DSM 21411, LMG 24596",1.0,Cecembia calidifontis,2,0.6,rod-shaped,30797.0,1187080
133802.0,LW9,"CCUG 58316, KCTC 22772",1.0,Cecembia lonarensis,2.25,0.55,rod-shaped,30554.0,645110
23239.0,L-6,"DSM 27375, CCUG 60799, KCTC 23497",1.0,Celeribacter baekdonensis,2,0.8,ovoid-shaped,30275.0,875171
13861.0,ZXM137,"DSM 26270, CGMCC 1.8891, LMG 24854",1.0,Celeribacter halophilus,0.8,0.3,rod-shaped,29904.0,576117
13855.0,H 14,"DSM 26471, CIP 109922, KMM 6012",1.0,Celeribacter neptunius,0.8-1.8,0.4-0.9,rod-shaped,29493.0,588602
140857.0,SBU1,"MCCC1A00672, DSM 100434, MCCC 1A00672",1.0,Celeribacter persicus,0.8-0.9,0.4-0.5,rod-shaped,43671.0,1651082
24746.0,C7,"DSM 21888, VKM B-2511",1.0,Celerinatantimonas yamalensis,3,0.75,rod-shaped,30856.0,559956
2373.0,5420S-23,"DSM 18649, KACC 20692",1.0,Cellulomonas aerilata,1.3,0.9,ovoid-shaped,31209.0,515326
2369.0,69B4,"DSM 16987, CIP 108683",1.0,Cellulomonas bogoriensis,0.6,,rod-shaped,31481.0,301388
2375.0,T26,"DSM 26485, CCTCC AB 2010450, CGMCC 1.10786, KCTC 19824",1.0,Cellulomonas carbonis,2.2,0.65,rod-shaped,30392.0,947969
2372.0,XBU-b,"DSM 17922, KCTC 19133",1.0,Cellulomonas chitinilytica,1.5-2.2,0.4-0.6,rod-shaped,31988.0,1305865
140657.0,,ATCC 13127,1.0,Cellulomonas gilvus,1.5-3.75,0.75-1.5,rod-shaped,43414.0,
2376.0,Kc5,"DSM 24482, JCM 17534",1.0,Cellulomonas oligotrophica,6,2,rod-shaped,30542.0,931536
2377.0,Kc1,"DSM 24484, JCM 17535",1.0,Cellulomonas soli,6,1.5,rod-shaped,30542.0,931535
2368.0,XIL11,"DSM 16933, CECT 5729, LMG 21723",1.0,Cellulomonas xylanilytica,2.4,1.4,rod-shaped,30038.0,233583
5500.0,IC166,"DSM 14237, ACAM 630",1.0,Cellulophaga algicola,1.5-4,0.4-0.5,rod-shaped,43416.0,688270
5501.0,NN015840,"DSM 24729, ATCC 700862, CIP 106307, LMG 18535, NCIMB 13610",1.0,Cellulophaga baltica,2.2-4.5,0.6-0.8,rod-shaped,43372.0,76594
133730.0,M-M6,"KCTC 23498, CCUG 60801",1.0,Cellulophaga geojensis,4,0.65,rod-shaped,30318.0,935699
5499.0,"Cy l20, LIM -21","DSM 7489, ATCC 23178, IAM 14306",1.0,Cellulophaga lytica,1.5-5,0.4-0.8,rod-shaped,43342.0,867900
133654.0,,"JCM 11735, LMG 21938, KMM 3664",1.0,Cellulophaga pacifica,4,0.6,rod-shaped,29950.0,219707
5503.0,EM41,"DSM 21164, KCTC 22297",1.0,Cellulophaga tyrosinoxydans,1.75,0.5,rod-shaped,28984.0,504486
133658.0,A6,"TISTR 1915, KCTC 5874",1.0,Cellulosibacter alkalithermophilus,2.5,0.25,rod-shaped,29982.0,630405
133558.0,H1,"CGMCC 1.5065, JCM 14822",1.0,Cellulosilyticum ruminicola,3.25,0.65,rod-shaped,29516.0,1294025
12581.0,"C8821, W6122","DSM 16025, ATCC BAA 886, CCUG 50705",1.0,Cellulosimicrobium funkei,1,1,rod-shaped,31606.0,264251
12582.0,DS-61,"DSM 18665, KCTC 19206",1.0,Cellulosimicrobium terreum,1.2,0.6,coccus-shaped,32055.0,412439
140697.0,MVW-40,"BCRC 80977, LMG 29557, KCTC 52237",1.0,Cellvibrio fontiphilus,1.5-3,0.5-1,rod-shaped,43467.0,
140658.0,,"NCDO 2697, NCIMB 10462",1.0,Cellvibrio japonicus,1.2-3,0.5-0.7,rod-shaped,43405.0,
140168.0,CV41,"DSM 100879, ATCC TSD-39, NCIMB 15005",1.0,Cephaloticoccus capnophilus,0.5-0.6,,coccus-shaped,43581.0,1548208
140800.0,CAG34,"NCIMB 15004, ATCC TSD-38",1.0,Cephaloticoccus primus,0.5-0.6,,coccus-shaped,43581.0,
1325.0,BLxT,"DSM 15825, IAM 15044",1.0,Cerasibacillus quisquiliarum,3.75,0.8,rod-shaped,30050.0,227865
134262.0,YM26-026,"MBIC 082805, KCTC 12870",1.0,Cerasicoccus arenae,0.9,0.9,coccus-shaped,32194.0,424488
13656.0,JA139,"DSM 18774, CCUG 53722, JCM 14338",1.0,Cereibacter changlensis,3,3,,,1188249
133666.0,311,"CCTCC AB 207142, KACC 15456",1.0,Cesiribacter roseus,1.5-3.0,0.4-0.5,rod-shaped,30023.0,877549
158533.0,SM1355,"JCM 30336, CCTCC AB 2014246",1.0,Changchengzhania lutea,1.5-3.0,0.4-0.6,rod-shaped,65218.0,
132550.0,RB-25,"DSM 28811, LMG 28304",1.0,Chania multitudinisentens,7.5-9,3-4,rod-shaped,43634.0,1441930
11897.0,,"DSM 9103, VKM B-2394",1.0,Chelativorans multitrophicus,1.35,0.75,rod-shaped,28982.0,449973
133437.0,LPM-4,"VKM B-2395, DSM 19276",1.0,Chelativorans oligotrophicus,1.35,0.75,rod-shaped,28982.0,449974
133085.0,PC-2,"DSM 101465, CGMCC 1.15283",1.0,Chelatococcus composti,1.8-2.8,0.8-1.0,rod-shaped,25241.0,1743235
1654.0,K106,"DSM 22069, CCUG 54519, KCTC 12979",1.0,Chelatococcus daeguensis,1.0-4.0,0.3-0.6,rod-shaped,23146.0,444444
133219.0,,"DSM 105737, JCM 30308, B2974, CGMCC 1.12919",1.0,Chelatococcus reniformis,1.3-1.9,0.3-0.8,other,25011.0,1494448
1653.0,HT4,"DSM 18167, JCM 14988",1.0,Chelatococcus sambhunathii,2.3-2.7,0.8-1.0,rod-shaped,23363.0,363953
132989.0,,"DSM 100641, CCTCC AB 2015175, KCTC 42661, CHL 1",1.0,Chenggangzhangella methanolivorans,1.2-1.8,0.9-1,rod-shaped,43584.0,1437009
140684.0,J15A17,"KCTC 33759, MCCC 1H00137",1.0,Chengkuizengella sediminis,0.5-4,0.2-0.5,rod-shaped,43450.0,
24683.0,,"DSM 24163, BCRC 80273, CC-YHH031",1.0,Chiayiivirga flava,2.1,"2.1, 2.5",,,861533
,,,,,2.5,,,,
10448.0,TNR-14,"DSM 22217, BCRC 17968, LMG 25206",1.0,Chitinibacter alvei,1.65,0.6,rod-shaped,29575.0,591203
133181.0,STM-7,"STM-7, BCRC 80923, LMG 29289, KCTC 42982, DSM 107335",1.0,Chitinibacter fontanus,0.9-1.4,0.4-0.6,rod-shaped,24960.0,1737446
10447.0,S1,"DSM 15459, BCRC 17254",1.0,Chitinibacter tainanensis,1.95,0.7,rod-shaped,30017.0,230667
10523.0,c14,"DSM 21506, BCRC 17533, LMG 23346",1.0,Chitinilyticum aquatile,3.25,0.35,rod-shaped,32232.0,362520
10524.0,c1,"DSM 21440, BCRC 17609",1.0,Chitinilyticum litopenaei,3.75,0.4,rod-shaped,29054.0,529086
158568.0,H2,"KCTC 52574, LMG 29894",1.0,Chitinimonas lacunae,1.1-1.4,0.3-0.4,rod-shaped,65269.0,
23450.0,KL-9,"DSM 27165, BCRC 80168, LMG 25530",1.0,Chitinivorax tropicus,3,0.35,rod-shaped,30230.0,714531
159860.0,13,"CICC 24262, KCTC 62265",1.0,Chitinophaga caeni,1.3-4.4,0.4-0.6,rod-shaped,66577.0,2029983
133826.0,R156-2,"ACCC 05363, KCTC 23738",1.0,Chitinophaga cymbidii,4.15,0.3,rod-shaped,30612.0,1096750
17747.0,M1-09,"DSM 18108, KCTC 12654",1.0,Chitinophaga ginsengisegetis,1.2,0.5,rod-shaped,31941.0,393003
17750.0,JS13-10,"DSM 24787, JCM 15440, KACC 12952",1.0,Chitinophaga niabensis,4,0.6,rod-shaped,29045.0,536979
17751.0,JS16-4,"DSM 24859, JCM 15441, KACC 12954",1.0,Chitinophaga niastensis,7,0.65,rod-shaped,29045.0,536980
133769.0,YC7001,"KACC 14533, JCM 16595",1.0,Chitinophaga oryziterrae,4.1,0.35,rod-shaped,30453.0,1031224
159794.0,LY-1,"CCTCC AB 2018018, KCTC 62444",1.0,Chitinophaga parva,0.9-1.2,0.4-0.5,rod-shaped,66721.0,2169414
17740.0,,"DSM 2588, ATCC 43595, IFO 15968, NBRC 15968, UQM 2034",1.0,Chitinophaga pinensis,40,0.5-0.8,rod-shaped,43362.0,79329
140710.0,T16R-86,"KACC 18790, JCM 31600",1.0,Chitinophaga rhizosphaerae,1.2-3,0.5-0.6,rod-shaped,43485.0,
17752.0,CS5-B1,"DSM 21039, KCTC 22170",1.0,Chitinophaga rupis,1.45,0.55,rod-shaped,29339.0,573321
140711.0,TFL-3,"ACCC 19966, KCTC 52590",1.0,Chitinophaga sedimenti,1.2-8,0.5-0.7,rod-shaped,43486.0,
17749.0,KP01,"DSM 23920, KCTC 12836, LMG 24015",1.0,Chitinophaga terrae,0.7,0.4,rod-shaped,32099.0,408074
159706.0,10-7W-9003,"GDMCC 1.1252, KACC 19415, KCTC 52926",1.0,Chitinophaga varians,1.0-1.5,"5-10, 1.0-1.5",,,2202339
,,,,,5-10,,,,
2421.0,MD-66,DSM 9485,1.0,Chloroflexus aggregans,1-1.5,,,22907.0,
133098.0,isl-2,"DSM 29225, JCM 30533, VKM B-2978",1.0,Chloroflexus islandicus,4-7,0.6,filament-shaped,43175.0,1707952
24747.0,,"DSM 22607, JCM 16072, YIT 12065",1.0,Christensenella minuta,0.8-1.9,0.4,rod-shaped,29932.0,626937
133287.0,,"IITR-71, MTCC 11059, JCM 30068, KCTC 52433",1.0,Chromobacterium alkanivorans,0.8-2.4,0.3-0.6,rod-shaped,25102.0,1071719
10453.0,CC-SEYA-1,"DSM 19852, BCRC 17769, CCUG 55175",1.0,Chromobacterium aquaticum,1.75,0.4,rod-shaped,32490.0,467180
10454.0,,"DSM 23278, CCM 3329, LMG 3947, CCUG 30097",1.0,Chromobacterium piscinae,1.75,0.4,rod-shaped,29223.0,686831
10455.0,strain Lewitus,"DSM 23279, CCM 2076, LMG 3953, NCTC 8182",0.0,Chromobacterium violaceum,1.75,0.4,rod-shaped,29223.0,536
133161.0,,"LAM 1188, ACCC 19900, JCM 31180",1.0,Chromobacterium rhizoryzae,1.6-2.2,0.4-0.5,rod-shaped,24936.0,1778675
10451.0,PRAA4-1,"DSM 17043, NRRL B-30655, PRAA4-1",1.0,Chromobacterium subtsugae,2.4,0.7,rod-shaped,31894.0,251747
23150.0,MWU205,"DSM 25150, ATCC BAA 2314",1.0,Chromobacterium vaccinii,3.03,1.19,rod-shaped,30817.0,1108595
134283.0,43,"CECT 7219, CCM 7416",1.0,Chromohalobacter japonicus,2.85,0.4,rod-shaped,32259.0,223900
6001.0,"4N, LTS-4N","DSM 14323, CECT 5315",1.0,Chromohalobacter nigrandesensis,2.3-4.2,0.35-0.5,rod-shaped,31659.0,119863
6000.0,LV4,"DSM 15547, ATCC BAA 761, CCUG 47987, CIP 108589",1.0,Chromohalobacter sarecensis,3.85,0.65,rod-shaped,31261.0,245294
134065.0,KM,"ATCC BAA 2160, NRRL B-59516, KCTC 23297",1.0,Chryseobacterium angstadtii,2.5,0.5,rod-shaped,31163.0,558151
133494.0,NF 1366,"CCUG 52764, CIP 109762",1.0,Chryseobacterium anthropi,3,0.75,rod-shaped,29189.0,520603
134323.0,Oct-46,"KCTC 12483, CECT 7302",1.0,Chryseobacterium aquaticum,1.4,0.45,rod-shaped,32435.0,452084
134319.0,CW9,"KCTC 12894, JCM 14756",1.0,Chryseobacterium aquifrigidense,1.75,0.75,rod-shaped,32423.0,558021
23025.0,CC-VM-7,"DSM 25208, CCM 7645, CCUG 57618",1.0,Chryseobacterium arthrosphaerae,2,1,rod-shaped,29605.0,651561
159792.0,F30,"KCTC 62135, MCCC 1K03457",1.0,Chryseobacterium aurantiacum,1.0-2.0,0.2-0.5,rod-shaped,66706.0,2116499
5691.0,H9,"DSM 19482, LMG 24227",1.0,Chryseobacterium bovis,1.7,0.7,rod-shaped,32439.0,1121284
24038.0,9_R23581,"DSM 25581, LMG 26732",1.0,Chryseobacterium carnipullorum,0.85,0.39,rod-shaped,30999.0,1124835
5711.0,Sa 1147-06,"DSM 23145, CCM 7737, CIP 110405, CCUG 58959",1.0,Chryseobacterium chaponense,2,1,rod-shaped,29830.0,713588
133363.0,,"KACC 18798, JCM 31422, GSE 06",1.0,Chryseobacterium cucumeris,1.1-2.0,0.5-0.8,rod-shaped,25237.0,1813611
5709.0,R4-1A,"DSM 23031, CCM 7716, LMG 25442, CCUG 58784",1.0,Chryseobacterium culicis,2,1,rod-shaped,29738.0,680127
5689.0,K105,"DSM 19388, JCM 14362, KCTC 12841",1.0,Chryseobacterium daeguense,0.8-5,0.4-0.6,rod-shaped,32084.0,412438
133361.0,CC-YTH209,"BCRC 80938, JCM 31226",1.0,Chryseobacterium endophyticum,1.6-2.0,0.6-0.8,rod-shaped,25244.0,1854762
132874.0,CW-E 2,DSM 18973,1.0,Chryseobacterium flavum,1.2,0.6,rod-shaped,32154.0,415851
24035.0,PB4,"DSM 26000, LMG 27025",1.0,Chryseobacterium frigidisoli,2.75,0.45,rod-shaped,30891.0,1125876
132418.0,D07,"DSM 100383, CCTCC AB 2011160, KCTC 42897",1.0,Chryseobacterium frigidum,0.63-1.08,0.53-0.63,rod-shaped,44024.0,1593234
5698.0,5-1St1a,"DSM 18014, CCUG 52549",1.0,Chryseobacterium gambrini,3.6,1.1,rod-shaped,32348.0,373672
133901.0,,"KCTC 23760, JCM 18019, DCY 63",1.0,Chryseobacterium ginsengisoli,1.3,0.5,rod-shaped,30827.0,363853
5688.0,P 461/12,"DSM 19109, LMG 24052",1.0,Chryseobacterium gregarium,1.85,0.7,rod-shaped,32474.0,1121287
134032.0,THG-A18,"KACC 16227, LMG 26579",1.0,Chryseobacterium gwangjuense,1.7,0.75,rod-shaped,31099.0,1069980
5687.0,H38,"DSM 19056, LMG 24029",1.0,Chryseobacterium haifense,1.9,0.75,rod-shaped,32203.0,421525
5510.0,H1,"DSM 19921, LMG 24401",1.0,Chryseobacterium halperniae,1.65,0.8,rod-shaped,29410.0,421072
24039.0,AG13,"DSM 25574, CCUG 63019",1.0,Chryseobacterium hispalense,1.45,0.4,rod-shaped,31113.0,491205
134193.0,VP48,"CECT 7129, CCM 7359, JCM 13554",1.0,Chryseobacterium hispanicum,1.5-4,0.9,rod-shaped,31782.0,358687
5695.0,P2K6,"DSM 19326, CIP 109575",1.0,Chryseobacterium hominis,1,0.5,rod-shaped,32296.0,420404
5696.0,NF802,"DSM 22165, CCUG 52711, CIP 109415",0.0,Chryseobacterium hominis,2,1.25,rod-shaped,32225.0,420404
5705.0,ECP37,"DSM 21580, LMG 24684, NBRC 104927",1.0,Chryseobacterium humi,2.05,0.55,rod-shaped,29291.0,493375
5694.0,"CHB-20p, NCAIM B.02269","DSM 19684, NCAIM B2269",1.0,Chryseobacterium hungaricum,0.9,0.5,rod-shaped,32652.0,454006
5702.0,JS17-8,"DSM 19299, KACC 12501",1.0,Chryseobacterium jejuense,1.75,0.65,rod-shaped,32310.0,445960
133961.0,KJ1R5,"KACC 13029, JCM 15904",1.0,Chryseobacterium kwangjuense,1.75,0.9,rod-shaped,30958.0,267125
133389.0,XC0022,"KCTC 52364, MCCC 1K02723",1.0,Chryseobacterium lineare,2.0-3.0,0.8-1.0,rod-shaped,25281.0,1859201
134294.0,,"KCCM 42689, NBRC 103143, IMCC 3228",1.0,Chryseobacterium marinum,0.9,0.65,rod-shaped,32299.0,442733
5699.0,DW3,"DSM 18016, CCUG 52547",1.0,Chryseobacterium molle,1.3,0.9,rod-shaped,32348.0,216903
133143.0,,"WG4, KCTC 52204, CCTCC AB 2016058",1.0,Chryseobacterium montanum,0.7-1.2,0.4-0.6,rod-shaped,24912.0,1849733
133365.0,C-5-3,"KEMB 9005-411, KACC 18907, JCM 31469",1.0,Chryseobacterium nepalense,1.2-1.8,0.6-0.7,rod-shaped,25219.0,1854498
5686.0,H8,"DSM 19055, CIP 109920, LMG 24030",1.0,Chryseobacterium oranimense,1.2-2,0.7-1.2,rod-shaped,32632.0,421058
5700.0,26-3St2b,"DSM 18015, CCUG 52548",1.0,Chryseobacterium pallidum,1.3,0.8,rod-shaped,32348.0,373671
