ID	designation	strain	type_strain	species	shape	reference	taxid	length	width	volume	surface
133098	isl-2	DSM 29225, JCM 30533, VKM B-2978	1	Chloroflexus islandicus	filament-shaped	43175	1707952	5.291502622129181	0.6	1.4395884510072787	9.974247458479297
24747		DSM 22607, JCM 16072, YIT 12065	1	Christensenella minuta	rod-shaped	29932	626937	1.2328828005937953	0.4	0.13817346114416154	1.5492862196330708
133287		IITR-71, MTCC 11059, JCM 30068, KCTC 52433	1	Chromobacterium alkanivorans	rod-shaped	25102	1071719	1.3856406460551018	0.4242640687119285	0.17589735811558285	1.8468717554330845
10453	CC-SEYA-1	DSM 19852, BCRC 17769, CCUG 55175	1	Chromobacterium aquaticum	rod-shaped	32490	467180	1.75	0.4	0.20315632493213998	2.199114857512855
10454		DSM 23278, CCM 3329, LMG 3947, CCUG 30097	1	Chromobacterium piscinae	rod-shaped	29223	686831	1.75	0.4	0.20315632493213998	2.199114857512855
10455	strain Lewitus	DSM 23279, CCM 2076, LMG 3953, NCTC 8182	0	Chromobacterium violaceum	rod-shaped	29223	536	1.75	0.4	0.20315632493213998	2.199114857512855
133161		LAM 1188, ACCC 19900, JCM 31180	1	Chromobacterium rhizoryzae	rod-shaped	24936	1778675	1.876166303929372	0.4472135954999579	0.2712914647633924	2.6359441379450566
10451	PRAA4-1	DSM 17043, NRRL B-30655, PRAA4-1	1	Chromobacterium subtsugae	rod-shaped	31894	251747	2.4	0.7	0.8338310501402907	5.277875658030852
23150	MWU205	DSM 25150, ATCC BAA 2314	1	Chromobacterium vaccinii	rod-shaped	30817	1108595	3.03	1.19	2.928799493192766	11.327640631048716
134283	43	CECT 7219, CCM 7416	1	Chromohalobacter japonicus	rod-shaped	32259	223900	2.85	0.4	0.3413864016900909	3.5814156250923643
6001	4N, LTS-4N	DSM 14323, CECT 5315	1	Chromohalobacter nigrandesensis	rod-shaped	31659	119863	3.1080540535840107	0.4183300132670378	0.4080197457093722	4.084674557420892
6000	LV4	DSM 15547, ATCC BAA 761, CCUG 47987, CIP 108589	1	Chromohalobacter sarecensis	rod-shaped	31261	245294	3.85	0.65	1.205651630662033	7.861835615608458
134065	KM	ATCC BAA 2160, NRRL B-59516, KCTC 23297	1	Chryseobacterium angstadtii	rod-shaped	31163	558151	2.5	0.5	0.45814892864851153	3.9269908169872414
133494	NF 1366	CCUG 52764, CIP 109762	1	Chryseobacterium anthropi	rod-shaped	29189	520603	3.0	0.75	1.214912784005428	7.0685834705770345
134323	Oct-46	KCTC 12483, CECT 7302	1	Chryseobacterium aquaticum	rod-shaped	32435	452084	1.4	0.45	0.1988039101099791	1.9792033717615696
134319	CW9	KCTC 12894, JCM 14756	1	Chryseobacterium aquifrigidense	rod-shaped	32423	558021	1.75	0.75	0.662679700366597	4.123340357836604
23025	CC-VM-7	DSM 25208, CCM 7645, CCUG 57618	1	Chryseobacterium arthrosphaerae	rod-shaped	29605	651561	2.0	1.0	1.308996938995747	6.283185307179586
159792	F30	KCTC 62135, MCCC 1K03457	1	Chryseobacterium aurantiacum	rod-shaped	66706	2116499	1.4142135623730951	0.31622776601683794	0.10279324989912907	1.4049629462081454
5691	H9	DSM 19482, LMG 24227	1	Chryseobacterium bovis	rod-shaped	32439	1121284	1.7	0.7	0.564439480094966	3.7384952577718535
24038	9_R23581	DSM 25581, LMG 26732	1	Chryseobacterium carnipullorum	rod-shaped	30999	1124835	0.85	0.39	0.08601052366998137	1.0414379646650163
5711	Sa 1147-06	DSM 23145, CCM 7737, CIP 110405, CCUG 58959	1	Chryseobacterium chaponense	rod-shaped	29830	713588	2.0	1.0	1.308996938995747	6.283185307179586
133363		KACC 18798, JCM 31422, GSE 06	1	Chryseobacterium cucumeris	rod-shaped	25237	1813611	1.4832396974191326	0.6324555320336759	0.39974290525382883	2.947075138668615
5709	R4-1A	DSM 23031, CCM 7716, LMG 25442, CCUG 58784	1	Chryseobacterium culicis	rod-shaped	29738	680127	2.0	1.0	1.308996938995747	6.283185307179586
5689	K105	DSM 19388, JCM 14362, KCTC 12841	1	Chryseobacterium daeguense	rod-shaped	32084	412438	2.0	0.4898979485566356	0.3462099225068904	3.0781195923884734
133361	CC-YTH209	BCRC 80938, JCM 31226	1	Chryseobacterium endophyticum	rod-shaped	25244	1854762	1.7888543819998317	0.6928203230275509	0.5873198446966672	3.8935475289346666
132874	CW-E 2	DSM 18973	1	Chryseobacterium flavum	rod-shaped	32154	415851	1.2	0.6	0.2827433388230814	2.261946710584651
24035	PB4	DSM 26000, LMG 27025	1	Chryseobacterium frigidisoli	rod-shaped	30891	1125876	2.75	0.45	0.4135121330287565	3.8877209088173688
132418	D07	DSM 100383, CCTCC AB 2011160, KCTC 42897	1	Chryseobacterium frigidum	rod-shaped	44024	1593234	0.8248636250920512	0.5778408085277467	0.16580405729780312	1.4974082953022367
5698	5-1St1a	DSM 18014, CCUG 52549	1	Chryseobacterium gambrini	rod-shaped	32348	373672	3.6	1.1	3.0727394145986175	12.440706908215583
133901		KCTC 23760, JCM 18019, DCY 63	1	Chryseobacterium ginsengisoli	rod-shaped	30827	363853	1.3	0.5	0.222529479629277	2.0420352248333655
5688	P 461/12	DSM 19109, LMG 24052	1	Chryseobacterium gregarium	rod-shaped	32474	1121287	1.85	0.7	0.6221662451046786	4.068362486398782
134032	THG-A18	KACC 16227, LMG 26579	1	Chryseobacterium gwangjuense	rod-shaped	31099	1069980	1.7	0.75	0.6405903770210437	4.005530633326986
5687	H38	DSM 19056, LMG 24029	1	Chryseobacterium haifense	rod-shaped	32203	421525	1.9	0.75	0.7289476704032567	4.476769531365455
5510	H1	DSM 19921, LMG 24401	1	Chryseobacterium halperniae	rod-shaped	29410	421072	1.65	0.8	0.6953391739945409	4.146902302738527
24039	AG13	DSM 25574, CCUG 63019	1	Chryseobacterium hispalense	rod-shaped	31113	491205	1.45	0.4	0.16545721308906242	1.8221237390820797
134193	VP48	CECT 7129, CCM 7359, JCM 13554	1	Chryseobacterium hispanicum	rod-shaped	31782	358687	2.449489742783178	0.9	1.367446289941085	6.925769082874066
5695	P2K6	DSM 19326, CIP 109575	1	Chryseobacterium hominis	rod-shaped	32296	420404	1.0	0.5	0.16362461737446837	1.5707963267948966
5696	NF802	DSM 22165, CCUG 52711, CIP 109415	0	Chryseobacterium hominis	rod-shaped	32225	420404	2.0	1.25	1.9430423313218121	7.853981633974483
5705	ECP37	DSM 21580, LMG 24684, NBRC 104927	1	Chryseobacterium humi	rod-shaped	29291	493375	2.05	0.55	0.4434881629317592	3.5421457169224917
5694	CHB-20p, NCAIM B.02269	DSM 19684, NCAIM B2269	1	Chryseobacterium hungaricum	rod-shaped	32652	454006	0.9	0.5	0.1439896632895322	1.413716694115407
5702	JS17-8	DSM 19299, KACC 12501	1	Chryseobacterium jejuense	rod-shaped	32310	445960	1.75	0.65	0.508807110187647	3.5735616434583894
133961	KJ1R5	KACC 13029, JCM 15904	1	Chryseobacterium kwangjuense	rod-shaped	30958	267125	1.75	0.9	0.922450142910303	4.948008429403924
133389	XC0022	KCTC 52364, MCCC 1K02723	1	Chryseobacterium lineare	rod-shaped	25281	1859201	2.449489742783178	0.8944271909999159	1.351731403366484	6.882884651454571
134294		KCCM 42689, NBRC 103143, IMCC 3228	1	Chryseobacterium marinum	rod-shaped	32299	442733	0.9	0.65	0.22675099475753832	1.837831702350029
5699	DW3	DSM 18016, CCUG 52547	1	Chryseobacterium molle	rod-shaped	32348	216903	1.3	0.9	0.6361725123519332	3.675663404700058
133143		WG4, KCTC 52204, CCTCC AB 2016058	1	Chryseobacterium montanum	rod-shaped	24912	1849733	0.916515138991168	0.4898979485566356	0.14197783772962413	1.4105716030246795
133365	C-5-3	KEMB 9005-411, KACC 18907, JCM 31469	1	Chryseobacterium nepalense	rod-shaped	25219	1854498	1.469693845669907	0.648074069840786	0.4135443700133998	2.992274237543789
5686	H8	DSM 19055, CIP 109920, LMG 24030	1	Chryseobacterium oranimense	rod-shaped	32632	421058	1.5491933384829668	0.916515138991168	0.8205040204162564	4.460619068312844
5700	26-3St2b	DSM 18015, CCUG 52548	1	Chryseobacterium pallidum	rod-shaped	32348	373671	1.3	0.8	0.5194099853935125	3.267256359733385
5706	3A10	DSM 21579, LMG 24685, NBRC 104928	1	Chryseobacterium palustre	rod-shaped	29291	493376	1.8	0.6	0.45238934211693027	3.392920065876977
5704	VQ-6316s	DSM 21068, CECT 7357	1	Chryseobacterium piscicola	rod-shaped	29135	551459	2.55	1.0	1.7409659288643435	8.011061266653972
23024		CCUG 51923, CIP 109277, DSM 25207, CCUG 5192, LMG 23089	0	Chryseobacterium piscium	rod-shaped	31670	333702	1.0	0.5	0.16362461737446837	1.5707963267948966
140591	Ra1	AB 2015431, KCTC 52230	1	Chryseobacterium reticulitermitis	rod-shaped	43266	1907530	1.2000000000000002	0.5	0.20289452554434081	1.884955592153876
133832	CJ16	KACC 16560, JCM 18078	1	Chryseobacterium rigui	rod-shaped	30625	1132696	2.0	0.65	0.5917647911965025	4.084070449666731
158684	JC490	KCTC 52835, LMG 30048	1	Chryseobacterium salipaludis	rod-shaped	65420		1.4142135623730951	0.28284271247461906	0.08293381484562286	1.2566370614359175
5678	GUM-Kaji	CCUG 55591, CIP 14047, DSM 17126, NCIMB 14047, BAMY 1001	1	Chryseobacterium shigense	rod-shaped	31499	297244	1.25	0.65	0.34289174816993595	2.552544031041707
5703	JS6-6	DSM 19298, KACC 12502	1	Chryseobacterium soli	rod-shaped	32310	445961	2.25	0.7	0.7761042851305783	4.948008429403924
5707	1YB-R12	DSM 22468, CCUG 55604, DSM 1183	1	Chryseobacterium solincola	ovoid-shaped	29207	510955	1.8973665961010275	0.7071067811865476	0.6525340587230751	4.214888838624436
133828	THMBM1	CGMCC 1.10941, NBRC 108747	1	Chryseobacterium taihuense	rod-shaped	30620	1141221	1.5	0.5	0.2617993877991494	2.356194490192345
134196	Soil-3-27	BCRC 17412, IAM 15317, LMG 23355	1	Chryseobacterium taiwanense	rod-shaped	31793	363331	1.540908822740658	0.7021395872616782	0.5060187719076495	3.3989930309054266
133475	X-65	CCTCC AB 208154, NRRL B-51322, CCUG 68730, NCTC 13490	1	Chryseobacterium taklimakanense	rod-shaped	29115	536441	1.25	0.5	0.2127120025868089	1.9634954084936207
5509	EP105	DSM 16811, NCIMB 14026	1	Chryseobacterium tenax	rod-shaped	31634	191577	1.5811388300841898	0.648074069840786	0.45030641816651046	3.2191745248034978
5708	IMMIB L-1519	DSM 22251, CCUG 57657, CIP 110413	1	Chryseobacterium treverense	rod-shaped	29627	631455	1.944222209522358	0.5477225575051661	0.4150785367070255	3.3454643012346326
133652	GIMN1.005	CCTCC M209230, NRRL B-59550	1	Chryseobacterium vietnamense	rod-shaped	29940	866785	1.4142135623730951	0.5656854249492381	0.3080398837123135	2.513274122871835
133773	687B-08	CECT 7793, CCUG 60103	1	Chryseobacterium viscerum	rod-shaped	30464	1037377	2.4	0.8	1.0723302924253162	6.031857894892402
5682	R2A 10-2	DSM 17724, KACC 11468	1	Chryseobacterium wanjuense	rod-shaped	31750	356305	2.6457513110645907	0.7483314773547882	1.0539510788095539	6.2200361134217115
159842	SDU1-6	CGMCC 1.13492, JCM 32520	1	Chryseolinea flava	rod-shaped	66736	2059302	4.898979485566356	0.28284271247461906	0.30188811532130294	4.353118474162123
24794	RYG	DSM 24574, ATCC BAA 2075	1	Chryseolinea serpens	rod-shaped	30592	947013	3.75	0.5	0.7035858547102141	5.890486225480862
23198	JC16	DSM 23442, NBRC 105215	1	Chryseomicrobium amylolyticum	rod-shaped	30799	558165	2.5	1.0	1.7016960206944711	7.853981633974483
141028	THG-T1.18	KACC 18929, CCTCC AB 2016179	1	Chryseomicrobium deserti	rod-shaped	43911		2.545584412271571	0.5916079783099616	0.6455451504714185	4.731200987241047
159857	ET03	KCTC 33943, LMG 30119, JCM 32415	1	Chryseomicrobium excrementi	rod-shaped	66561	2041346	1.4142135623730951	0.5	0.2449552601600042	2.221441469079183
140621	PU1	NBRC 106750, KCTC 13722, JCM 16712, CCUG 59101	1	Chryseomicrobium palamuruense	rod-shaped	43143	682973	1.7888543819998317	0.648074069840786	0.5188249716196361	3.6420802180984553
24814	Ellin428	DSM 22515	1	Chthoniobacter flavus	oval-shaped	43403	497964	1.4	0.9	0.6997897635871264	3.958406743523139
133409	ED7	JCM 30603, KCTC 42450	1	Chthonobacter albigriseus	rod-shaped	25245	1683161	1.3416407864998738	0.8944271909999159	0.6556493748971344	3.7699111843077517
17843	T49	DSM 23976, ICMP 18418	1	Chthonomonas calidirosea	rod-shaped	43389	1303518	2.7386127875258306	0.5916079783099616	0.6986065964643196	5.08996184198463
133670	9163	KCTC 13729, CCUG 59778	1	Chungangia koreensis	rod-shaped	30051	752657	1.3	0.35	0.11385000876915509	1.429424657383356
158347	A.slu09	DSM 104151, KACC 19080, LMG 29962	1	Ciceribacter azotifigens	rod-shaped	65321	2069303	1.4832396974191326	0.7071067811865476	0.48990680590395436	3.294930172431321
24486	MSSRFBL1	DSM 25528, KCTC 32403	1	Ciceribacter lividus	rod-shaped	31010	1197950	1.5	0.4	0.17174039839624206	1.8849555921538759
158569	F43b	CCTCC AB 2016062, KCTC 52231	1	Ciceribacter thiooxidans	rod-shaped	65591		1.4142135623730951	0.6928203230275509	0.44608358309576146	3.0781195923884734
7632		CCUG 51943, CCTCC AA 203008, DSM 15665, CCTCC AA 20308, KCTC 19012, YIM 70010	1	Citricoccus alkalitolerans	coccus-shaped	31296	246603	0.65	0.65	0.14379331374868284	1.3273228961416876
7634	FS24	DSM 23847, CGMCC 1.7064, JCM 15136	1	Citricoccus zhacaiensis	ovoid-shaped	29364	489142	0.6	0.5	0.08508480103472356	0.9424777960769379
133060	97/79	DSM 103031, CIP 106467	1	Citrobacter europaeus	rod-shaped	25143	1914243	4.47213595499958	1.4142135623730951	6.2843342413476675	19.869176531592203
140426	A60	DSM 104542, CECT 9236	1	Citrobacter portucalensis	rod-shaped	43514		4.47213595499958	1.4142135623730951	6.2843342413476675	19.869176531592203
17783	158	DSM 19522, JCM 14828	1	Cloacibacillus evryensis	rod-shaped	32534	866499	2.449489742783178	0.8944271909999159	1.351731403366484	6.882884651454571
23440	CL-84	DSM 25858, CCUG 62631, KCTC 15364	1	Cloacibacillus porcorum	rod-shaped	30804	1197717	4.25	1.0	3.076142806640006	13.351768777756622
133580	R2A-16	CGMCC 1.7656, NBRC 104931	1	Cloacibacterium rupense	rod-shaped	29640	517423	1.4142135623730951	0.2449489742783178	0.06279559458188991	1.0882796185405306
2869	37HS60	DSM 22131, CCUG 53849, JCM 14354	1	Clostridiisalibacter paucivorans	rod-shaped	32243	408753	5.5	0.5	1.0471975511965976	8.63937979737193
2833	JW/4JL B3	DSM 17425, ATCC BAA 1220	1	Clostridium aciditolerans	rod-shaped	31879	339861	6.0	0.75	2.5402721847386216	14.137166941154069
2846	HY-45-18	DSM 19521, IMSNU 40129, JCM 13194, KCTC 5147	1	Clostridium aestuarii	rod-shaped	31822	338193	2.8284271247461903	0.7483314773547882	1.134296098004645	6.649498305652863
2850	SW408	DSM 21864, AS 1.5069, CGMCC 1.5069, JCM 14823, KCTC 15216	1	Clostridium amylolyticum	rod-shaped	32527	1121298	3.872983346207417	0.5916079783099616	1.010432990154549	7.198293068896204
159644	YB-7	DSM 110900, CICC 24109, KCTC 15555	1	Clostridium beihaiense	rod-shaped	66625	2282766	3.698648401781386	0.9486832980505138	2.3908922596503945	11.023364703492858
2817	P7	DSM 15243, ATCC BAA 624, KCTC 15178	1	Clostridium carboxidivorans	rod-shaped	43392	2282766	3.0	0.5	0.5563236990731926	4.71238898038469
2855	BL-28	DSM 21758, KCTC 15122, NRRL B-51352	1	Clostridium cavendishii	rod-shaped	29438	1121302	6.1	0.7	2.257757920379864	13.414600630828415
159814	YH-tan31	KCTC 15630, JCM 32793	1	Clostridium composti	rod-shaped	66777	2569155	1.6431676725154984	0.17320508075688773	0.0373558766412563	0.8941129439216491
2836	SL1	DSM 12750, ATCC BAA 623	1	Clostridium drakei	rod-shaped	43392	332101	3.4641016151377544	0.6	0.9229029889218613	6.529677711243184
2842	HY-42-06	DSM 18771, IMSNU 40127, JCM 13193, KCTC 5146	1	Clostridium ganghwense	rod-shaped	31550	312089	5.656854249492381	0.7483314773547882	2.378303320688988	13.298996611305729
133372		ZGM211, CICC 24070, BCRC 80950	1	Clostridium guangxiense	rod-shaped	25220	1662055	5.744562646538029	0.8944271909999159	3.422086768862289	16.141795321114657
2856	BL-20	DSM 21757, NRRL B-51348	1	Clostridium hydrogeniformans	rod-shaped	29438	1121319	3.75	0.9	2.1947951676141697	10.602875205865551
132388	BEY10	DSM 100320, ACCC 00785	1	Clostridium liquoris	rod-shaped	43778	1289519	3.872983346207417	0.7071067811865476	1.4283569422784723	8.603605814318215
2831	R1	DSM 17049, CCUG 50446	1	Clostridium lundense	rod-shaped	31519	319475	3.5496478698597698	0.56	0.8283051761015822	6.244866695637983
5434	2055, VPI 0142B	DSM 3984, ATCC 25546, CCUG 28088, JCM 9990	1	Clostridium moniliforme	rod-shaped	43779	39489	3.997499218261337	0.7348469228349535	1.5915128776276912	9.228585498215873
2847		DSM 21057, JCM 14030, MTCC 7832	1	Clostridium nitrophenolicum	rod-shaped	31891	382954	4.183300132670378	0.7348469228349535	1.670313833972282	9.657523574410494
158307	MJC39	DSM 103944, JCM 31506	1	Clostridium pabulibutyricum	rod-shaped	65219	1849278	2.4979991993593593	0.5656854249492381	0.5804249233300881	4.439327208946783
2841	ISDg	DSM 18823, ATCC 700394	1	Clostridium phytofermentans	rod-shaped	43383	357809	6.708203932499369	0.6324555320336759	2.0412138308735774	13.3286488144751
2832	AP15	DSM 17394, JCM 13289	1	Clostridium schirmacherense	rod-shaped	31559	351628	2.8284271247461903	0.5916079783099616	0.72329560188919	5.256889985823387
2851	A121	DSM 17763, KCTC 15160, VKM B-2369	1	Clostridium tagluense	rod-shaped	28944	360422	6.5	1.1	5.8287015699602645	22.462387473167023
5445	87	DSM 3997, ATCC 29255	1	Eubacterium tarantellae	rod-shaped	43779	39493	13.038404810405298	1.4422205101855958	20.514554829780568	59.07530885425144
2845		DSM 19306, VKM B-2459, SG 508	1	Clostridium tepidiprofundi	rod-shaped	32431	1121338	2.5	0.5	0.45814892864851153	3.9269908169872414
140317	NRRL B-65463	DSM 104389, NRRL B-65463, IEH 97212	1	Clostridium tepidum	rod-shaped	43310	1121338	3.693237062523878	1.4422205101855958	5.248025451260124	16.73357464453386
132376	XA	DSM 29843, CGMCC 1.15041	1	Cnuibacter physcomitrellae	rod-shaped	43780	1619308	1.2369316876852983	0.3872983346207417	0.13051341132851985	1.5050163487650254
133779		NRIC 0815, CCUG 49560, KMM 1561	1	Cobetia amphilecti	rod-shaped	30472	1055104	1.2	0.85	0.5201626586334349	3.204424506661589
133504	JO1	KCTC 22486, JCM 15644	1	Cobetia crustatorum	rod-shaped	29219	553385	1.05	0.6	0.2403318379996192	1.9792033717615698
133778		KMM 3880, NRIC 0814, CCUG 49563	1	Cobetia litoralis	rod-shaped	30472	1055102	2.0	0.8	0.8712683625955694	5.026548245743669
133777		NRIC 0813, CCUG 49562, KMM 3879	1	Cobetia pacifica	rod-shaped	30472	1055101	1.35	0.85	0.6052801845916335	3.6049775699942876
17918	Sh2	DSM 24830, JCM 16494, KMM 3898, NRIC 0757	1	Cocleimonas flava	rod-shaped	29760	634765	2.8	0.9	1.5904312808798329	7.916813487046278
133286		Braz8, LMG 29552, CIP 111088	1	Coetzeea brasiliensis	rod-shaped	25096	1812101	2.0	1.0	1.308996938995747	6.283185307179586
24507		DSM 28223, CCUG 60021, GSW-6, GSW-M6, KCTC 23347	1	Cognatishimia maritima	rod-shaped	30084	870908	2.449489742783178	0.5656854249492381	0.568233167137339	4.353118474162123
17664	CL-GR15	DSM 18289, KCCM 42319	1	Cohaesibacter gelatinilyticus	rod-shaped	32130	372072	2.0	0.3	0.13430308594096366	1.8849555921538759
134000	JC131	KCTC 32038, NBRC 109022	1	Cohaesibacter haloalkalitolerans	rod-shaped	31029	1162980	1.8	0.45	0.26242116134517246	2.5446900494077327
133627		CGMCC 1.9157, NCCB 100300, DQHS 21	1	Cohaesibacter marisflavi	rod-shaped	29829	655353	1.9	0.65	0.5585817187929603	3.8798669271833943
158570	Pch-40	KACC 19279, JCM 32033	1	Cohnella algarum	rod-shaped	65270		2.598076211353316	0.9486832980505138	1.6129436203067329	7.743245232886393
23174	NRRL B-59459	DSM 26756, CCTCC AB 2010228	1	Cohnella arctica	rod-shaped	30173	889520	1.7291616465790582	0.2449489742783178	0.07763717339594439	1.3306415856854281
11457		DSM 26488, FCN3-3, KCTC 13645, PCU 32, TISTR 1996	1	Cohnella cellulosilytica	rod-shaped	30289	986710	2.1	0.35	0.19081902878210502	2.309070600388498
11450	YT-1101	DSM 21753, NBRC 104957	1	Cohnella fontinalis	rod-shaped	29510	477675	4.0	0.6	1.0744246875277093	7.5398223686155035
133908	CC-Alfalfa-35	JCM 18405, BCRC 80428	1	Cohnella formosensis	rod-shaped	30849	1145318	2.0	0.3	0.13430308594096366	1.8849555921538759
11445	GR21-5	DSM 18997, KACC 11771	1	Cohnella ginsengisoli	rod-shaped	29463	425004	2.5	1.0	1.7016960206944711	7.853981633974483
158415	20.16T	DSM 104983, VKM B-2846	1	Cohnella kolymensis	rod-shaped	66651	1815578	1.8708286933869707	0.3872983346207417	0.2051926429377052	2.2763001363115354
11448	RI-39	DSM 21336, CCUG 52217, KCCM 10653P, KCTC 3987	1	Cohnella laeviribosi	rod-shaped	32035	380174	4.5	0.6	1.21579635693925	8.482300164692441
133071	KSS-154-50	DSM 103658, CCM 8707, LMG 29763	1	Cohnella lubricantis	rod-shaped	25177	2163172	2.449489742783178	0.8944271909999159	1.351731403366484	6.882884651454571
11451	HY-22R	DSM 24270, CCTCC AB 208254, NRRL B-59213	1	Cohnella luojiensis	rod-shaped	29601	652876	2.04939015319192	0.4898979485566356	0.35551974705253503	3.1541339914940316
134011	RLAHU4B	LMG 27416, CECT 8236	1	Cohnella lupini	rod-shaped	31054	1294267	2.958039891549808	0.8944271909999159	1.6712628856359324	8.311872882066082
11447	GSPC1	DSM 19269, LMG 24086	1	Cohnella phaseoli	rod-shaped	32418	456490	2.5	0.7	0.8723155601467657	5.497787143782138
141089	CJ22	KACC 17501, JCM 19227	1	Cohnella saccharovorans	rod-shaped	43994		2.0	0.5	0.35997415822383044	3.141592653589793
133583	MX21-2	KCTC 22295, PCU 310, TISTR 1892	1	Cohnella terrae	rod-shaped	29648	557556	2.449489742783178	0.3872983346207417	0.27336454175151836	2.98037647973883
