taxid	length	width	volume	surface	shape	species	genus	family	order	class	phylum	kingdom	rank	node	genome	gc	proteins	coding	rrnas	MILC	ENCprime
taxid182262	1.7	0.8	0.7204719152232592	4.272566008882119	rod-shaped	Agarivorans albus	Agarivorans	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000414175	4734285.0	44.2	4313.0	89.04894825723422	1.0	-0.521822462968756	0.22510109925028599
taxid184117	4.4721359549995805	0.34641016151377546	0.4106060876770382	4.866934411168334	rod	Thermoproteus uzoniensis	Thermoproteus	Thermoproteaceae	Thermoproteales	Thermoprotei	Crenarchaeota	Archaea	species	G000193375	1936063.0	59.66	2198.0	91.855895185229	1.0	-0.0282812077269388	0.00945926021236421
taxid184882	3.376388603226826	0.7745966692414834	1.4694122844550468	8.216330939260617	rods	Knoellia subterranea	Knoellia	Intrasporangiaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	species	G000768685	3566056.0	69.04	3457.0	92.15088041242201	1.0	-0.362554798990416	0.12361373241678301
taxid185294	1.7	0.75	0.6405903770210437	4.005530633326987	rod-shaped	Prevotella paludivivens	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	species	G000373185	3455832.0	37.32	2798.0	88.52452897015827	0.0	-0.44585651743729293	0.171653831168455
taxid186116	3.872983346207418	1.0	2.7800346191810594	12.167336027920834	rod-shaped	Parageobacillus thermantarcticus	Parageobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G900111865	3448881.0	43.67	3600.0	85.06002381642045	1.0	-0.42494075652273794	0.168354883175483
taxid186189	1.1	0.8	0.4188790204786391	2.7646015351590183	coccus	Xylanimonas cellulosilytica	Xylanimonas	Promicromonosporaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	species	G000024965	3831380.0	72.45	3466.0	91.264400816416	3.0	-0.312535629099192	0.114104765430709
taxid187327	0.5477225575051661	0.5477225575051661	0.08603605814318215	0.9424777960769378	coccus-shaped	Acidaminococcus intestini	Acidaminococcus	Acidaminococcaceae	Acidaminococcales	Negativicutes	Firmicutes	Bacteria	species	G000230275	2487765.0	50.02	2372.0	87.37167698717523	3.0	-0.5226860006170061	0.19086981325239602
taxid187328	0.4	0.4	0.03351032163829113	0.5026548245743669	coccus-shaped	Veillonella montpellierensis	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	species	G000426745	1870913.0	36.96	1625.0	83.30798920099437	0.0	-0.583121743768217	0.22881282132897302
taxid188913	6.324555320336758	0.5291502622129179	1.3520536170951452	10.513779971646773	rod	Cetobacterium somerae	Cetobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	species	G000479045	3068248.0	28.58	2940.0	92.18935366371949	1.0	-0.6660570368901819	0.265383876205672
taxid189381	2.29128784747792	0.6928203230275509	0.7767327987843019	4.9871237292396495	rod-shaped	Rossellomorea marisflavi	Rossellomorea	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G001274775	4312088.0	48.57	4356.0	87.0752405795058	1.0	-1.38094401772027	0.408449615538999
taxid189722	1.95	0.4	0.2282890661608583	2.450442269800038	rod-shaped	Prevotella marshii	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	species	G000146675	2559358.0	47.46	2211.0	87.05628520902508	1.0	-0.27937017082170196	0.136648162789177
taxid189723	3.25	0.7	1.160949385195328	7.147123286916777		Prevotella micans	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	species	G000614105	2426740.0	45.49	2329.0	86.3160453942326	1.0	-0.43253123794075304	0.21133897489259001
taxid191579	1.6	0.45	0.2306125357275758	2.261946710584651	rod-shaped	Fluviicola taffensis	Fluviicola	Crocinitomicaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000194605	4633577.0	36.49	4095.0	90.77304639590537	2.0	-0.411390978099572	0.17831467270902301
taxid191863	1.4	0.9	0.6997897635871264	3.9584067435231383	oval-shaped	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria	species	G000173075	7848700.0	61.06	6700.0	88.50980417139144	1.0	-0.322323229116085	0.11528095472780198
taxid192903	2.1	0.3	0.1413716694115407	1.9792033717615696	rod-shaped	Pseudozobellia thermophila	Pseudozobellia	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G900141855	5036817.0	47.08	4218.0	90.40405875377249	2.0	-0.34554079949441296	0.166259783062672
taxid192904	1.296148139681572	0.4472135954999579	0.1801824245759161	1.821040109049228	rod-shaped	Kriegella aquimaris	Kriegella	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G900103215	6057242.0	39.6	5019.0	89.63628991544338	1.0	-0.213240414339015	0.10827875734023301
taxid195088	3.1622776601683795	0.8485281374238571	1.6282821020695974	8.429777677248872	rod-shaped	Halobacillus karajensis	Halobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000723525	4082902.0	41.66	4039.0	83.52985205131056	13.0	-0.7623762046575101	0.281592428504367
taxid195253	1.3964240043768943	1.3964240043768943	1.4257735028702399	6.126105674500098	sphere/spheroid	Synechococcus sp. PCC 6312	Synechococcus	Synechococcaceae	Synechococcales		Cyanobacteria	Bacteria	species	G000316685	3720499.0	48.5	3706.0	86.88060391899046	1.0	-0.0890158444983535	0.0479175303824276
taxid195907	3.0000000000000004	0.7	1.0647381101791404	6.5973445725385655	rod-shaped	Gillisia limnaea	Gillisia	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000243235	3966857.0	37.61	3536.0	86.89030131411343	2.0	-0.27201804112558	0.129176976591281
taxid197162	1.9364916731037085	0.458257569495584	0.2941985449917852	2.7878869176955274	rod-shaped	Deferribacter desulfuricans	Deferribacter	Deferribacteraceae	Deferribacterales	Deferribacteres	Deferribacteres	Bacteria	species	G000010985	2542933.0	30.31	2468.0	93.3149634693482	2.0	-0.0744677347449159	0.0286183435339633
taxid197345	2.25	0.21	0.07550660863270388	1.4844025288211768	rod-shaped	Psychroflexus tropicus	Psychroflexus	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000378765	3001811.0	36.55	2781.0	90.96968463370943	1.0	-0.237727451388186	0.11000683181343902
taxid198252	0.5738466694161429	0.15491933384829668	0.009843368003314685	0.2792874102115765	rod	Candidatus Pelagibacter ubique	Candidatus Pelagibacter	Pelagibacteraceae	Pelagibacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	N2505	834822.0	29.15	1029.0	96.62009139355064	1.0	-0.0311558676391424	0.015359242487653
taxid199596	1.3416407864998738	0.6928203230275509	0.4187242911516898	2.9201606467010004	rod-shaped	Methylocella silvestris	Methylocella	Beijerinckiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000021745	4305430.0	63.08	3914.0	86.78025191444294	2.0	-0.171048572623435	0.0698487130870833
taxid200415	0.938083151964686	0.938083151964686	0.4322376870047302	2.764601535159018	coccus-shaped	Caldisphaera lagunensis	Caldisphaera	Caldisphaeraceae	Acidilobales	Thermoprotei	Crenarchaeota	Archaea	species	G000317795	1546846.0	30.03	1525.0	87.69386222028567	1.0	-0.0334663807924971	0.0118314436569509
taxid202611	4.4721359549995805	1.0	3.2506079777212142	14.049629462081453	rod-shaped	Lysinibacillus odysseyi	Lysinibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000773015	4512819.0	40.96	4492.0	83.35335407868118	0.0	-1.2544537197603	0.39622382389404404
taxid204038	2.0	0.75	0.7731263170943632	4.7123889803846915	rod-shaped	Dickeya dadantii	Dickeya	Pectobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000147055	4922802.0	56.3	4287.0	85.19154335274911	7.0	-0.7346351983554781	0.267362739989339
taxid204773	1.4142135623730951	0.5916079783099616	0.3345433448003329	2.6284449929116933	rod-shaped	Herminiimonas arsenicoxydans	Herminiimonas	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	species	G000026125	3424307.0	54.29	3263.0	88.49907441126044	2.0	-0.47895025918733597	0.19770224536480102
taxid204799	2.449489742783178	1.0	1.6620253574436463	7.695298980971184	rod-shaped	Nitratireductor aquibiodomus	Nitratireductor	Phyllobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000615975	4516452.0	61.35	5027.0	89.18228290702524	1.0	-0.31024197872203996	0.11269350566000098
taxid206403	0.7745966692414834	0.5656854249492381	0.14728662510637752	1.3765769302909143	ovoid-shaped	Sulfurovum lithotrophicum	Sulfurovum	Sulfurovaceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	species	G000987835	2217891.0	44.26	2189.0	91.81235687416559	3.0	-0.540963131703754	0.22699072402649897
taxid206506	1.4142135623730951	1.4142135623730951	1.4809609793861225	6.283185307179588	coccus-shaped	Kerstersia gyiorum	Kerstersia	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	species	G000988095	3943087.0	62.43	3466.0	88.56652161111332	1.0	-0.469715137056949	0.178617153839349
taxid207949	3.15	0.45	0.4771293842639498	4.453207586463533	spiral-shaped	Bermanella marisrubri	Bermanella	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000153565	3552236.0	43.96	3294.0	91.06574000150893	0.0	-0.5705494169521039	0.239405219474561
taxid207954	1.9	0.65	0.5585817187929603	3.8798669271833934	rod-shaped	Neptuniibacter caesariensis	Neptuniibacter	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000153345	3924755.0	46.64	3644.0	91.0922592620431	0.0	-0.6614506579894279	0.249359567607763
taxid209274	0.2449489742783178	0.2449489742783178	0.007695298980971182	0.1884955592153876	spherical	Entomoplasma lucivorax	Entomoplasma	Entomoplasmataceae	Entomoplasmatales	Mollicutes	Tenericutes	Bacteria	species	G000518285	1103092.0	30.06	2096.0	68.77857875861669	1.0	-0.252430493433837	0.12133989369804599
taxid209639	2.9580398915498085	0.3872983346207417	0.3332766946770399	3.5991465344481024	rod-shaped	Marinobacter lipolyticus	Marinobacter	Marinobacteraceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000397065	4020008.0	56.76	3645.0	91.8747425378258	1.0	-0.422083449670672	0.176061852296849
taxid209649	0.4242640687119285	0.4242640687119285	0.039985946443425305	0.5654866776461628	rods	Ferrithrix thermotolerans	Ferrithrix	Acidimicrobiaceae	Acidimicrobiales	Acidimicrobiia	Actinobacteria	Bacteria	species	G900128965	2489535.0	51.06	2383.0	85.7537250932403	1.0	-0.0552114469356053	0.0235868624001071
taxid209897	1.4142135623730951	0.6	0.3433107966696367	2.66572976289502	rod-shaped	Afifella pfennigii	Afifella	Afifellaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000688515	3872586.0	66.61	3738.0	90.1251256912048	1.0	-0.0577202535715784	0.0241243090855867
taxid210512	0.8	0.31	0.052582145240071376	0.7791149780902688	rod-shaped	Sandarakinorhabdus limnophila	Sandarakinorhabdus	Sphingosinicellaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000420765	2613739.0	64.49	2535.0	92.58977273553327	1.0	-0.312077973201974	0.11395312904493599
taxid211589	2.3	0.7	0.7953465401338158	5.057964172279567	rod-shaped	Herbaspirillum chlorophenolicum	Herbaspirillum	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	species	N8584	5296829.0	61.23	4735.0	87.86962142968262	1.0	-0.5433525234514496	0.21611188751326305
taxid211669	1.7320508075688772	0.8944271909999159	0.900951225712778	4.866934411168334	rod-shaped	Psychromonas hadalis	Psychromonas	Psychromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000420245	3979980.0	39.11	3726.0	84.47718330242866	0.0	-0.46445339780735	0.194234130164302
taxid214888	0.2449489742783178	0.2449489742783178	0.007695298980971182	0.1884955592153876	spherical	Entomoplasma luminosum	Entomoplasma	Entomoplasmataceae	Entomoplasmatales	Mollicutes	Tenericutes	Bacteria	species	G000526855	1022566.0	29.81	1922.0	68.00597712030324	1.0	-0.242156043274995	0.11460979106944198
taxid215591	22.430231718318304	0.2449489742783178	1.0531103488310127	17.260733928492243	helical	Treponema caldarium	Treponema	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	species	G000219725	3239340.0	45.58	2876.0	92.79269851265998	3.0	-0.17827906389307802	0.0674627404835096
taxid215813	0.65	0.5	0.09490227807719163	1.0210176124166828	ovoid-shaped	Dinoroseobacter shibae	Dinoroseobacter	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000018145	4417868.0	65.52	4283.0	90.12736460211123	2.0	-0.21471003286617998	0.0933816386754764
taxid216465	2.0	2.0	4.188790204786391	12.56637061435917	coccus-shaped	Polaromonas naphthalenivorans	Polaromonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	species	G000015505	5366143.0	61.68	5020.0	88.45889869129465	2.0	-0.433096334031905	0.17770635225953102
taxid216816	2.1166010488516718	1.1313708498984762	1.7487134470860701	7.5230485494649555	rod-shaped	Bifidobacterium longum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	species	G000007525	2260266.0	60.13	1833.0	86.96799403256077	4.0	-0.536761548993699	0.18021590359520998
taxid216942	3.872983346207418	0.14142135623730953	0.06009619964991113	1.7207211628636432	helical	Spiroplasma litorale	Spiroplasma	Spiroplasmataceae	Entomoplasmatales	Mollicutes	Tenericutes	Bacteria	species	G001267155	1225519.0	24.92	2147.0	69.44053906956971	1.0	-0.11202211938039999	0.0654126923068824
taxid216944	3.4322004603461025	0.12649110640673514	0.042600458299974164	1.3638999367685745	helical	Spiroplasma sabaudiense	Spiroplasma	Spiroplasmataceae	Entomoplasmatales	Mollicutes	Tenericutes	Bacteria	species	G000565215	1075953.0	30.16	1904.0	71.22690303386858	2.0	-0.14973925449623002	0.0744697196298874
taxid216946	3.872983346207418	0.14142135623730953	0.06009619964991113	1.7207211628636432	helical	Spiroplasma turonicum	Spiroplasma	Spiroplasmataceae	Entomoplasmatales	Mollicutes	Tenericutes	Bacteria	species	G001262715	1261374.0	24.2	2111.0	68.94339030295535	1.0	-0.11120274969618302	0.0606232854490895
taxid217090	3.872983346207418	0.6324555320336759	1.150503014353443	7.695298980971184	rod-shaped	Paenibacillus pasadenensis	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000422485	5714182.0	63.27	4879.0	87.01618184370047	0.0	-0.9099009670585001	0.349448738601495
taxid217159	3.0000000000000004	0.5	0.5563236990731926	4.7123889803846915	rod-shaped	Clostridium carboxidivorans	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	G001038625	5752782.0	29.93	5197.0	84.67631834475911	11.0	-0.24435305220005804	0.120052541238879
taxid217169	4.330127018922194	0.14142135623730953	0.06727699566909012	1.9238247452427968	coccus-shaped	Marinospirillum insulare	Marinospirillum	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000686905	2920434.0	43.07	2839.0	92.02960929779613	0.0	-0.28986191259592403	0.12858827727814698
taxid217511	0.9899494936611664	0.6324555320336759	0.2447712172324449	1.966948124691404	rod-shaped	Fulvimarina pelagi	Fulvimarina	Aurantimonadaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000153705	3806238.0	61.23	3530.0	86.76921937093792	3.0	-0.22908977621867702	0.0846831181521017
taxid218140	1.1	0.85	0.4634176413279694	2.9373891311064573	rod-shaped	Bifidobacterium psychraerophilum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	species	G000741705	2615078.0	58.75	2143.0	88.13186451799908	1.0	-0.33692707813514194	0.121104425342289
taxid218208	3.3166247903554003	1.1489125293076057	3.0413940773252177	11.971075803945837	rod-shaped	Desulfatibacillum aliphaticivorans	Desulfatibacillum	Desulfobacteraceae	Desulfobacterales	Deltaproteobacteria	Proteobacteria	Bacteria	species	N6168	6493516.5	54.455	5302.0	87.50445294361	1.5	-0.109850483443443	0.0495929378602799
taxid218284	2.5	0.75	0.9940195505498954	5.8904862254808625	rod-shaped	Rossellomorea vietnamensis	Rossellomorea	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G001591825	4410879.0	43.74	4527.0	86.95695347798024	1.0	-1.1948351211333201	0.36529513216662296
taxid219182	4.0	0.8	1.876578011744304	10.053096491487338	rod-shaped	Ottowia thiooxydans	Ottowia	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	species	G000422885	7048723.0	58.59	6513.0	89.2287156127429	1.0	-0.34121852613734605	0.12993668526493599
taxid219301	1.3416407864998738	1.3416407864998738	1.2644666515873306	5.6548667764616285	coccus	Brachybacterium muris	Brachybacterium	Dermabacteraceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	species	G000338055	3257466.0	70.04	2944.0	90.21423400888912	1.0	-0.21071817449744001	0.0779636273091759
taxid219314	0.9539392014169455	0.3872983346207417	0.0971741444829536	1.1606898813846434	rods	Aeromicrobium marinum	Aeromicrobium	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	species	G000160775	3079840.0	71.11	3086.0	92.9561275910437	1.0	-0.183478744646838	0.0734260944203646
taxid220697	5.5	1.55	9.403146786352478	26.782077371852985	rod-shaped	Thalassospira xiamenensis	Thalassospira	Thalassospiraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000300235	4768950.0	54.66	4397.0	88.78419777938541	4.0	-0.5815065376953029	0.22581718357713398
taxid220714	2.569046515733026	0.8774964387392122	1.3767572162047341	7.082183954567696	ovoid-shaped	Fructobacillus pseudoficulneus	Fructobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	N7708	1412714.0	44.46	1340.0	89.12296500295372	1.0	-0.7624088275904364	0.27307953878193403
taxid220754	3.25	1.45	4.568595666636007	14.8047553800419	rod-shaped	Jeotgalibacillus campisalis	Jeotgalibacillus	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000829515	3650490.0	41.06	3576.0	85.64064002366806	1.0	-0.6969299069349809	0.263277013552957
taxid221027	10.000000000000002	0.25	0.4867832366890434	7.853981633974483	coccus-shaped	Treponema putidum	Treponema	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	species	G000755145	2800562.0	37.29	2636.0	91.35041466677043	2.0	-0.161517687794872	0.0685435396178373
taxid221126	3.3	0.3	0.2261946710584652	3.110176727053895	rod-shaped	Algibacter lectus	Algibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000764755	4692319.0	33.26	4585.0	88.94535942675678	1.0	-0.292542222025298	0.138210040299526
taxid222814	2.5	0.4	0.2974041045398338	3.1415926535897927	rod-shaped	Paraglaciecola polaris	Paraglaciecola	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000315055	5239503.0	44.08	4656.0	87.94555514139414	1.0	-0.4377260366861179	0.183571417512087
taxid223527	2.25	0.5	0.409061543436171	3.5342917352885173	rod-shaped	Halomonas boliviensis	Halomonas	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000236035	4208238.0	54.68	3826.0	90.15053331109124	2.0	-0.38239817253390795	0.170068881327461
