taxid	length	width	volume	surface	genus	family	order	class	phylum	superkingdom	rank	node	genome	gc	proteins	coding	rrnas	MILC	ENCprime
txid85079	1.7320508075688772	1.7320508075688772	2.7206990463513265	9.424777960769378	Thiohalocapsa	Chromatiaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N6667	6526467.5	63.5	6183.5	83.74053280788152	1.0	-0.1448312182888839	0.0646559888760284
txid85413	1.4623030104195855	0.7162059168194657	0.4885439166040525	3.2902216164304483	Bosea	Boseaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N8876	5607710.0	66.47999999999999	5388.0	88.9387023163661	1.0	-0.25276790966234997	0.09633918534273925
txid86795	0.8511222447647323	0.5618409830390169	0.15755433961632864	1.5022950258255068	Marmoricola	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N5081	4163496.0	72.93	3964.0	92.8678832884568	1.0	-0.207542337454946	0.0809865873669839
txid88138	1.867382969514432	1.1291589790636214	1.4371019010246069	6.624275081925135	Modestobacter	Geodermatophilaceae	Geodermatophilales	Actinomycetia	Actinobacteria	Bacteria	genus	N3996	4859169.0	74.08500000000001	4655.0	90.9111600782963	1.0	-0.2283289072475705	0.09481117840543934
txid88723	2.449489742783178	0.6324555320336759	0.7032993096584776	4.866934411168334	Natrinema	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	Archaea	genus	N3193	4190799.0	63.99	4285.0	84.57439916696144	1.0	-0.17205731043605899	0.0736309552378104
txid89583	1.4976685818925524	0.7092624021351677	0.4940893056915146	3.337125430600509	Gluconacetobacter	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G000021325	3914947.0	66.32	3614.0	89.36695694730989	4.0	-0.283711770065559	0.103915471700577
txid89966	2.365865076442732	0.7335134166783109	0.8895186895091426	5.4519003365776495	Hymenobacter	Hymenobacteraceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	genus	N8136	5148030.5	58.705	4544.0	86.19454477776344	2.0	-0.5620589039481576	0.235432929814444
txid90372	1297.5181636327682	72.08434242404263	4321316.367328074	293835.4970059436	Thiomargarita	Thiotrichaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	G001640045	4830949.0	42.05	6883.0	85.22027452577123	1.0	-0.0378600885856095	0.0194208843764995
txid91914	1.9267357372585825	0.7871958685061722	0.8090874319448397	4.764911420933385	Asaia	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N8853	3172840.5	58.92	3133.5	89.02313048403917	3.0	-0.4097387216316045	0.145157584466906
txid92793	1.6124515496597098	0.8944271909999159	0.8258047957083317	4.530869359655592	Aquabacterium		Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	genus	N6645	4806984.0	64.525	4423.0	90.5737826244316	1.5	-0.5146567879492849	0.17551284052747151
txid93217	2.1743828604595987	0.6340624840792671	0.6172465002202306	4.331296820125604	Pandoraea	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	genus	G000767615	5389285.0	64.87	4810.0	87.77082674232295	4.0	-0.565450203882393	0.20291198028021698
txid93368	1.4142135623730951	0.4898979485566356	0.2357917803656173	2.176559237081061	Pseudaminobacter	Phyllobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G000304395	4612407.0	62.77	4581.0	88.51391475210232	2.0	-0.34504291046454805	0.12565748086401798
txid93681	2.0	0.5	0.3599741582238304	3.1415926535897927	Roseateles		Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	genus	G001483865	5681722.0	66.57	4845.0	89.06692372488482	4.0	-0.569708120531436	0.207279708434085
txid93682	1.7320508075688772	0.7984359711335656	0.7305919786637215	4.344607970471376	Roseivivax	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N10436	4638882.0	67.46	4362.0	88.8759188097477	1.0	-0.235962472369278	0.0919114780167036
txid96492	1.095445115010332	0.3223709795470626	0.07990280083955847	1.1094211335994262	Frigoribacterium	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	G001422145	3423974.0	71.28	3172.0	90.09434651080879	1.0	-0.323861829329014	0.11754579751133601
txid97050	2.5307842072988582	0.608428796911741	0.6660216608103595	4.837430621306573	Ruegeria	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N10492	4402455.0	60.655	4303.5	90.5972268086341	2.5	-0.48566236768808	0.18144571461654652
txid99906	3.9063045989976586	0.7444511629111683	1.581017265002109	9.135917945476423	Alkalibacterium	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	genus	G000585255	2328046.0	44.74	2143.0	85.74199135240454	1.0	-0.630314902586341	0.24677202857610997
txid102106	1.8165902124584952	0.7071067811865476	0.6208132470437088	4.035448830278663	Collinsella	Coriobacteriaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria	genus	N1798	2211358.5	60.18	1886.0	86.59125838806514	1.0	-0.6719457439216789	0.22792467315210446
txid102115	27.10806010829534	27.10806010829534	10430.231366373546	2308.589694291356	Stanieria	Dermocarpellaceae	Pleurocapsales		Cyanobacteria	Bacteria	genus	G000317575	5544990.0	36.22	4986.0	83.81831166512472	2.0	-0.0634904535130894	0.0327672428656544
txid102234	1.933907960581372	1.933907960581372	3.787093482647984	11.749556524425829	Cyanobacterium	Geminocystaceae	Chroococcales		Cyanobacteria	Bacteria	genus	N5449	3286815.0	38.19499999999999	3086.5	86.00209037262171	2.0	-0.263977987829154	0.1251322764079145
txid104264	2.896878724899933	0.5696711197150659	0.6887387289108623	5.1844702867307095	Cellulophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N9821	4635105.0	34.68	3971.0	88.79789418638863	4.0	-0.330980267965289	0.1375575646549
txid104267	4.581947901013101	0.3656596959621201	0.4661069697436401	5.263530129351174	Tenacibaculum	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N7765	3322428.0	31.509999999999998	3050.5	89.57201656422751	1.0	-0.328665092974729	0.1535932382495805
txid106589	1.4136475372197583	0.7697093800545405	0.5280416269285259	3.4183599590142326	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	genus	N6642	6694937.0	66.00999999999999	6065.5	87.46406014130736	4.5	-0.5322688224027455	0.205624134330391
txid106591	1.1264914463098457	0.4141928006300902	0.13317994784452789	1.4658188993963952	Ensifer	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N10347	6894508.0	62.16	6469.5	86.94635156332996	3.0	-0.5933926250675634	0.201036956355922
txid106633	5.5	0.4	0.6743952229706089	6.911503837897545	Thioalkalivibrio	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N6236	2809060.0	66.34	2644.0	89.16676433020466	1.0	-0.13172651271027	0.05474067932521985
txid109168	3.46323526478487	0.648074069840786	1.0575574262070926	7.051094139028209	Desulfotalea	Desulfocapsaceae	Desulfobacterales	Deltaproteobacteria	Proteobacteria	Bacteria	genus	G000025945	3659634.0	46.63	3246.0	84.22194678484243	7.0	-0.441508279146909	0.172447879370923
txid109262	1.224744871391589	0.3872983346207417	0.12907768585830864	1.490188239869415	Halothiobacillus	Halothiobacillaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N3881	2437870.5	60.45	2250.5	90.66236621274149	1.5	-0.2882675456571939	0.1251286399357735
txid110932	1.6091961253251337	0.406682558188696	0.1868860575961721	2.055958753655225	Leifsonia	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	N9262	4079114.5	69.065	3882.0	92.33092520870125	1.0	-0.342251444124068	0.12720921515474848
txid111142	2.1991709192878948	0.6621425567705022	0.6735934579917521	4.574676183421585	Alishewanella	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7927	3511647.5	50.81	3219.0	91.12146906495013	1.0	-0.754325281027217	0.3051257980695995
txid111500	2.9825344382433365	0.3739782192383996	0.3093446064707221	3.5041416130802023	Muricauda	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N9512	4201351.5	42.47	3793.5	91.9163484604004	2.0	-0.31471224349153704	0.148042588666568
txid112040	1.3	0.45	0.1828995973011808	1.837831702350029	Zobellia	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N10204	5439857.0	40.415	4460.5	90.49086566936234	2.5	-0.360425381667274	0.158063526194332
txid112987	0.4898979485566356	0.4898979485566356	0.061562391847769474	0.7539822368615503	Neochlamydia	Parachlamydiaceae	Parachlamydiales	Chlamydiia	Chlamydiae	Bacteria	genus	G000813665	2530677.0	38.09	1989.0	79.01569421937292	1.0	-0.14181428438843902	0.074131650921986
txid114248	1.15	0.4	0.1277581012459849	1.4451326206513049	Tepidimonas		Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	genus	G000807215	2927205.0	68.66	2716.0	91.52095599727384	4.0	-0.314640414480725	0.11374872564265899
txid114627	7.059745037889116	0.3	0.4919553873425354	6.653652944174832	Alkaliphilus	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	genus	N3336	4115937.5	35.394999999999996	3821.0	85.21227204636888	3.5	-0.25931098955543197	0.1165905995143215
txid115780	1.95	0.8	0.8461356213668509	4.900884539600076	Desulfotignum	Desulfobacteraceae	Desulfobacterales	Deltaproteobacteria	Proteobacteria	Bacteria	genus	G000421285	5118755.0	51.24	4701.0	90.49808009955544	3.0	-0.08619605665833	0.0461465736888937
txid119044	1.75	0.75	0.6626797003665971	4.123340357836604	Filomicrobium	Hyphomicrobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G000981545	3969942.0	57.29	3743.0	87.64639382640854	1.0	-0.166473048970022	0.0688884440657518
txid119977	1.5	1.5	1.7671458676442586	7.0685834705770345	Acidithiobacillus	Acidithiobacillaceae	Acidithiobacillales	Acidithiobacillia	Proteobacteria	Bacteria	genus	N1909	3503318.0	53.16	4093.0	89.52368160302132	1.0	-0.15273439323868	0.0655154929912986
txid119979	1.2409673645990855	0.7071067811865476	0.3947666832845142	2.7567363654943158	Thermithiobacillus	Thermithiobacillaceae	Acidithiobacillales	Acidithiobacillia	Proteobacteria	Bacteria	genus	G000423825	2958498.0	66.84	2902.0	89.76734140094061	2.0	-0.129499331301405	0.0601726732256006
txid120652	1.3416407864998738	0.6928203230275509	0.4187242911516898	2.9201606467010004	Methylocella	Beijerinckiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G000021745	4305430.0	63.08	3914.0	86.78025191444294	2.0	-0.171048572623435	0.0698487130870833
txid120831	1.8823626525567567	0.737782226832238	0.6805382294442339	4.362961283292631	Dyadobacter	Cytophagaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	genus	N9069	6230514.5	46.2	5441.0	90.9040546240029	0.5	-0.4918611270984725	0.20436838960090653
txid124224	0.99498743710662	0.99498743710662	0.5157644617666685	3.110176727053896	Brackiella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	genus	G000621025	1922095.0	46.51	1679.0	89.37544710329094	1.0	-0.531375894853366	0.21618468371004498
txid125216	1.2613993462628612	0.8401420664799112	0.5329660184601274	3.3293174338097415	Roseomonas	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N6176	5301508.0	69.925	4920.5	89.49761669470053	1.0	-0.23700497726386555	0.09432774309348925
txid125287	1.3164574432993692	0.7503701876218076	0.458016850629904	3.1033607864579613	Ornithinimicrobium	Ornithinimicrobiaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	G000421185	3852644.0	72.94	3541.0	92.30668600576642	1.0	-0.24179515291397896	0.0868804554686929
txid129337	4.833219593371274	0.974731897147002	3.3494117858722467	14.800336112886797	Geobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N6892	3608012.0	51.58	3564.0	84.37289011233888	9.0	-0.304939267472903	0.118883069454669
txid129577	1.284523257866513	0.6928203230275509	0.3971914901501972	2.795840962154816	Oceanimonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	G000381965	3282720.0	56.19	3106.0	91.30793975727444	0.0	-0.66416718733031	0.26046304778895496
txid129957	1.1	0.5	0.18325957145940466	1.7278759594743864	Carboxydothermus	Thermoanaerobacteraceae	Thermoanaerobacterales	Clostridia	Firmicutes	Bacteria	genus	N2086	2421756.0	41.989999999999995	2520.5	90.92533574983769	2.0	-0.0666670196954401	0.035458282815290953
txid131079	2.17064220813931	0.6887246539984299	0.7204039182939707	4.696601860778969	Limnobacter	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	genus	G000170915	3390271.0	52.18	3191.0	93.4681032873183	1.0	-0.32105130572443896	0.13486066127768598
txid133193	2.0	0.4	0.2345722514680379	2.5132741228718345	Alkalilimnicola	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	G000014785	3275944.0	67.53	2901.0	90.48542954336216	2.0	-0.125918291711613	0.0538941258401824
txid134550	2.5922962793631443	0.8366600265340756	1.2718633578358476	6.8137081756356705	Candidatus Xiphinematobacter			Spartobacteria	Verrucomicrobia	Bacteria	genus	G001318295	915884.0	47.73	833.0	84.55339322446947	1.0	-0.0188262088097353	0.00664338850436319
txid134813	3.3163506551470117	0.8944271909999159	1.880462896990973	9.318699574229317	Natronorubrum	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	Archaea	genus	N3192	4111275.0	61.78	4167.0	85.46429027491472	1.0	-0.234647566324487	0.096940891504643
txid135575	2.3843566901164293	0.5797459409015188	0.5777532366236819	4.342689852737512	Idiomarina	Idiomarinaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N5842	2770272.0	47.15	2579.0	92.76835137464892	1.0	-0.424354987007709	0.180062635373874
txid136099	2.0962245392031007	0.7266822153293943	0.7553066151251703	4.785553820645107	Knoellia	Intrasporangiaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	N7229	3796403.5	69.465	3644.0	92.14194329382211	1.0	-0.2916530727770385	0.1116858658360515
txid137583	1.5	0.5477225575051662	0.3102074191740443	2.581081744295465	Thalassomonas	Colwelliaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	G000948975	7420857.0	47.3	6303.0	86.02440391992461	1.0	-1.06943187509939	0.3827078098249339
txid141948	3.464101615137755	0.7	1.2433453426970416	7.617957329783715	Thermomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	G000423885	3151451.0	67.95	2924.0	91.6061839451097	2.0	-0.25759091065113	0.0977674003488764
txid143222	2.6063377365463074	0.5056651771866673	0.4892501364885364	4.140412505435086	Salegentibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	G001431365	3775942.0	36.9	3374.0	89.62605887484501	1.0	-0.301225457987299	0.139616608571761
txid145260	5.007677883239978	0.4612054470717245	0.8092287828948075	7.255722857433798	Methanothermobacter	Methanobacteriaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea	genus	N477	1708954.5	49.120000000000005	1793.0	89.91108730799716	2.0	-0.1296612739459945	0.053218790090491144
txid146825	4.5	0.75	1.8775924843720249	10.602875205865553	Halorhabdus	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	Archaea	genus	N1195	3131477.5	62.82	3102.0	88.22908587127961	1.0	-0.1434228405992335	0.058318078776040894
txid146936	1.7791146127741166	0.5924513275330598	0.4328908236154981	3.311360595199654	Azonexus	Azonexaceae	Rhodocyclales	Betaproteobacteria	Proteobacteria	Bacteria	genus	G000429605	3341181.0	62.82	3153.0	93.988383149551	1.0	-0.452747695634877	0.16820173016707302
txid146937	1.85	0.5	0.3305217270964261	2.9059732045705577	Azospira	Rhodocyclaceae	Rhodocyclales	Betaproteobacteria	Proteobacteria	Bacteria	genus	G000236665	3806980.0	65.37	3441.0	90.0397165207067	2.0	-0.605243525958254	0.23737335352956998
txid149698	2.1138611846887367	0.7693803514458212	0.8546022495194865	5.109370873402423	Massilia	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	genus	N6216	6111684.0	65.51	5414.0	89.85699487320045	6.0	-0.7614099892648271	0.280442491438833
txid150203	1.3943536888187151	0.5383563270955294	0.27525425642576873	2.3582652099945114	Blastomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N7826	4009857.5	63.760000000000005	3720.0	90.95997372890544	1.5	-0.376555324356418	0.13696394703540699
txid150830	1.9364624090150904	0.6566315057592813	0.5784601332655106	3.994667720573534	Roseibium	Stappiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N9982	5993248.0	56.38	5726.0	89.08041680214069	3.0	-0.43463472290441296	0.16922237564664402
txid151754	1.2	0.7	0.3720169300625912	2.638937829015426	Xenophilus	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	genus	G000745855	6535173.0	69.79	6312.0	91.82997909925258	1.0	-0.249163968077101	0.0783980730876326
txid152161	0.9486832980505138	0.7071067811865476	0.27457751436927674	2.107444419312218	Stappia	Stappiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G000423705	4623171.0	64.74	4209.0	88.94070757927837	4.0	-0.21755702814713798	0.0887395951464902
txid152180	2.29128784747792	0.6928203230275509	0.7767327987843019	4.9871237292396495	Ahrensia	Ahrensiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N9564	3405955.0	48.09	3312.0	90.82918000338805	1.0	-0.456278130799343	0.18780632612235698
txid153232	1.1	0.65	0.2931171395646227	2.2462387473167023	Oceanicaulis	Maricaulaceae	Maricaulales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N7838	3018426.0	63.0	2834.0	91.64085852375722	1.0	-0.35008897035051895	0.150293563787981
txid153265	2.6035290957444204	0.6116908849062523	0.6953882165983887	5.003159140132851	Aequorivita	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N9520	3781787.5	36.535	3422.5	88.45961815352466	2.0	-0.276719692335906	0.130816597659535
txid153497	2.449489742783178	0.6928203230275509	0.8363735082332995	5.331459525790038	Kozakia	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G001787335	3505604.0	57.36	3393.0	90.34058039641673	5.0	-0.40198318728366295	0.15119512545337901
txid155862	1.4142135623730951	1.4142135623730951	1.4809609793861225	6.283185307179588	Methanothermococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota	Archaea	genus	N626	1581588.5	32.94	1642.0	86.18127431196089	0.5	-0.38873978378234797	0.167622291242875
txid157226	2.9968439947438363	0.8844990797291972	1.6403705976300706	8.327437728127576	Jeotgalibacillus	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N7303	3776953.0	41.06	3731.0	85.5123753826002	1.0	-0.7187873619933492	0.275003466307627
txid157920	1.095445115010332	0.7745966692414834	0.3847649490485592	2.6657297628950194	Cellulosimicrobium	Promicromonosporaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	G000526595	4252182.0	74.69	3761.0	90.7634010021208	1.0	-0.29899674274736104	0.13308315821387598
txid158481	1.25	0.45	0.1749474408967817	1.7671458676442586	Hahella	Hahellaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7129	6890116.0	51.515	6276.5	87.77125693058247	3.0	-0.529013406249325	0.214367280933127
