taxid	length_gmean	width_gmean	volume_gmean	surface_gmean	length_amean	width_amean	volume_amean	surface_amean	shape	length_ranges	width_ranges	sources	species	genus	family	order	class	phylum	kingdom	rank	node	genome	gc	proteins	coding	rrnas	MILC	ENCprime
taxid57372	0.4898979485566356	0.1581138830084189	0.0085842707818602	0.2433467205584167	0.55	0.275	0.0272230457156771	0.4751658888554563	spherical	0.3,  0.8	0.05,  0.5	bm4	Mycoplasma suis	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Bacteria	genus	N3035	1260528.5	28.13	2157.0	69.3182582758846	1.0	-0.1282521456372355	0.0575193925043883
taxid57863	9.486832980505138	0.316227766016838	0.7368152963798779	9.42477796076938	16.5	0.35	1.5762613890152035	18.14269757448105	helical	3.0,  30.0	0.2,  0.5	bm4	Borreliella turdi	Borreliella	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	genus	N597	1127042.0	28.09	1576.0	83.46814797761934	2.0	-0.0539590969610426	0.0236073327833568
taxid58180	2.23606797749979	0.7745966692414834	0.9320488493769008	5.441398092702654	3.0	0.85	1.5415729701318164	8.011061266653972	vibrio-shaped	1.0,  5.0	0.5,  1.2	bacdive	Desulfovibrio alaskensis	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria	species	N5293	3642096.0	57.93000000000001	3278.0	88.47794191631803	2.5	-0.495773502812183	0.1830341352687015
taxid58231	8.944271909999157	0.2449489742783178	0.4176412343719579	6.88288465145457	10.5	0.25	0.5113269292952137	8.246680715673207	helical	5.0,  16.0	0.2,  0.3	bm4	Treponema medium	Treponema	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	species	G000413035	2727508.0	44.26	2340.0	87.41407907877814	2.0	-0.115803401751798	0.0523899229013346
taxid59277	0.848528137423857	0.1224744871391588	0.0095155304245456	0.3264838855621593	0.8999999999999999	0.125	0.0105333347434814	0.3534291735288516	rod	0.6,  1.2	0.1,  0.15	bm1	Methanobacterium subterraneum	Methanobacterium	Methanobacteriaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea	genus	N631	2490725.0	38.59	2451.0	82.82869602512898	1.0	-0.228116324876609	0.102580308074475
taxid59561	0.8660254037844386	0.4242640687119285	0.102438483864097	1.1542948471456778	1.4	0.55	0.2890592490537358	2.419026343264141	coccus-shaped	0.3,  2.5	0.2,  0.9	bacdive	Trueperella bernardiae	Trueperella	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	genus	G001070855	1923996.0	55.81	1669.0	92.15850760604492	1.0	-0.572812252789665	0.195427720754029
taxid59600	2.449489742783178	0.447213595499958	0.3613488999450901	3.4414423257272864	2.75	0.45	0.4135121330287565	3.8877209088173688	rod-shaped	1.5,  4.0	0.4,  0.5	bacdive	Cellulophaga algicola	Cellulophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000186265	4888353.0	33.77	4280.0	88.71626087559552	5.0	-0.330980267965289	0.1375575646549
taxid59602	4.999999999999999	0.5	0.9490227807719166	7.853981633974482	5.0	0.5	0.9490227807719166	7.853981633974483	rod-shaped	5.0,  5.0	0.5,  0.5	bacdive	Gelidibacter gilvus	Gelidibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	G000423005	4430943.0	36.85	3892.0	87.3961818059948	1.0	-0.366161869901447	0.15384233242188
taxid59610	7.071067811865476	0.8944271909999159	4.255554545330615	19.86917653159221	7.5	0.9	4.580442088933919	21.205750411731103	rod-shaped	5.0,  10.0	0.8,  1.0	bacdive	Desulfotomaculum reducens	Desulfotomaculum	Peptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	G000016165	3608104.0	42.28	3522.0	85.08330136825325	8.0	-0.342122682579968	0.152850080923775
taxid59892	6.999999999999999	0.25	0.3395210810520219	5.497787143782138	7.0	0.25	0.3395210810520219	5.497787143782138	helical	7.0,  7.0	0.25,  0.25	bm4	Treponema amylovorum	Treponema	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	genus	N952	2830702.0	48.715	2561.0	91.25057008033882	1.0	-0.1957309160594985	0.0788657794925122
taxid59930	0.8944271909999159	0.8944271909999159	0.3746567856555053	2.5132741228718345	0.9	0.9	0.3817035074111599	2.5446900494077327	sphere/spheroid	0.8,  1.0	0.8,  1.0	pcc	Cyanobium gracile	Cyanobium	Prochlorococcaceae	Synechococcales		Cyanobacteria	Bacteria	species	G000316515	3342364.0	68.71	3367.0	89.77953927220375	2.0	-0.254883053829856	0.0950520889753285
taxid60452	0.65	0.65	0.1437933137486828	1.3273228961416876	0.65	0.65	0.1437933137486828	1.3273228961416876	spherical	0.65,  0.65	0.65,  0.65	bm4	Candidatus Mycoplasma ravipulmonis	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Bacteria	genus	N3035	1260528.5	28.13	2157.0	69.3182582758846	1.0	-0.1282521456372355	0.0575193925043883
taxid60489	1.7320508075688774	0.6324555320336759	0.4779092208316247	3.4414423257272877	2.0	0.65	0.5917647911965025	4.084070449666731	rods	1.0,  3.0	0.5,  0.8	bm5	Nocardioides nitrophenolicus	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N5082	4754646.0	71.48	4519.0	92.2719902213061	1.0	-0.268750810956563	0.104007159931672
taxid61016	2.29128784747792	0.4242640687119284	0.3039302148786164	3.0539771051907776	2.5	0.4499999999999999	0.3737513510067605	3.534291735288517	rod-shaped	1.5,  3.5	0.3,  0.6	bacdive	Virgibacillus salexigens	Virgibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N6059	4353177.0	37.22	4151.0	84.26046625124211	1.0	-0.472714270057258	0.194428801373267
taxid61435	0.65	0.15	0.0106028752058655	0.3063052837250048	0.65	0.15	0.0106028752058655	0.3063052837250048	ovoid-shaped	0.65,  0.65	0.15,  0.15	bacdive	Dehalococcoides mccartyi	Dehalococcoides	Dehalococcoidaceae	Dehalococcoidales	Dehalococcoidia	Chloroflexi	Bacteria	species	N3634	1413462.0	47.22	1478.0	90.45778806440346	1.0	-0.159991300931323	0.0597820641366218
taxid61635	3.162277660168379	0.3	0.2164596525098352	2.98037647973883	3.5	0.3	0.2403318379996192	3.2986722862692828	spherical	2.0,  5.0	0.3,  0.3	bm4	Acholeplasma brassicae	Acholeplasma	Acholeplasmataceae	Acholeplasmatales	Mollicutes	Tenericutes	Bacteria	species	G000967915	1877792.0	35.77	1708.0	90.79743656379408	4.0	-0.334436472922838	0.13936731590165
taxid62088	9.486832980505138	0.316227766016838	0.7368152963798779	9.42477796076938	16.5	0.35	1.5762613890152035	18.14269757448105	helical	3.0,  30.0	0.2,  0.5	bm4	Borreliella valaisiana	Borreliella	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	species	G000739475	992695.0	28.02	914.0	92.38215161756632	2.0	-0.0509479785717815	0.0225332065716602
taxid62609	9.999999999999998	1.7320508075688774	22.20159537874779	54.41398092702652	12.5	2.0	37.17551306747922	78.53981633974483	rod	5.0,  20.0	1.0,  3.0	bm1	Thermocladium modestius	Thermocladium	Thermoproteaceae	Thermoproteales	Thermoprotei	Crenarchaeota	Archaea	genus	G001516585	1876950.0	46.83	2099.0	86.87381123631424	1.0	-0.035906872854478	0.0134155515178785
taxid62970	1.7320508075688774	1.7320508075688774	2.720699046351327	9.42477796076938	1.85	1.85	3.31523109754758	10.752100856911069	spherical	1.2,  2.5	1.2,  2.5	bm1	Methanogenium frigidum	Methanogenium	Methanomicrobiaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea	genus	G001315945	2686643.0	52.06	4256.0	83.93098748140338	1.0	-0.299268600586502	0.126443250754917
taxid63132	2.8423507399980275	2.8423507399980275	12.023519886661992	25.38079425061456	3.116666666666667	3.116666666666667	16.72703920157281	31.062497362369083	sphere/spheroid	2.5,  3.0, 1.4,  6.0, 2.7,  3.1	2.5,  3.0, 1.4,  6.0, 2.7,  3.1	pcc		Geitlerinema	Coleofasciculaceae	Oscillatoriales		Cyanobacteria	Bacteria	genus	N2347	5389473.5	50.67	4559.0	83.5955387299501	0.5	-0.204009790120346	0.09597045327263586
taxid63655	1.6431676725154984	0.3872983346207417	0.1783719607872587	1.999297322171265	1.85	0.4	0.2157226955464991	2.324778563656447	rod-shaped	1.0,  2.7	0.3,  0.5	bacdive	Thiomicrorhabdus frisia	Thiomicrorhabdus	Piscirickettsiaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N4620	2604125.0	40.885000000000005	2294.5	87.68391534261931	3.0	-0.5358588817003396	0.2050345318924465
taxid63656	1.2649110640673518	0.3872983346207417	0.1338096539520404	1.5390597961942372	1.4	0.4	0.1591740277818828	1.759291886010284	rod-shaped	0.8,  2.0	0.3,  0.5	bacdive	Thiomicrorhabdus chilensis	Thiomicrorhabdus	Piscirickettsiaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000483485	2443034.0	48.07	2219.0	89.7867978914743	2.0	-0.716845811974865	0.253145397499709
taxid63658	1.5811388300841898	0.3464101615137754	0.1381360278015362	1.7207211628636423	1.75	0.35	0.1571450825264394	1.9242255003237485	vibrio-shaped	1.0,  2.5	0.3,  0.4	bacdive	Hydrogenovibrio kuenenii	Hydrogenovibrio	Piscirickettsiaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000526715	2452457.0	41.53	2239.0	90.8073413723462	3.0	-0.369600590453895	0.143112350011367
taxid63686	0.4898979485566356	0.1581138830084189	0.0085842707818602	0.2433467205584167	0.55	0.275	0.0272230457156771	0.4751658888554563	spherical	0.3,  0.8	0.05,  0.5	bm4	Mycoplasma spermatophilum	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Bacteria	genus	N3035	1260528.5	28.13	2157.0	69.3182582758846	1.0	-0.1282521456372355	0.0575193925043883
taxid63959	1.5491933384829668	0.9797958971132712	0.9218146912893224	4.768602367582128	1.9	1.0	1.2304571226560022	5.969026041820607	rods	0.8,  3.0	0.8,  1.2	bm5	Demetria terragena	Demetria	Dermacoccaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	species	G000376825	3574772.0	64.74	3402.0	93.3874384156528	2.0	-0.333679455079769	0.123984920868411
taxid64178	4.743416490252568	4.743416490252568	55.882058995103016	70.68583470577032	4.75	4.75	56.11506252857393	70.8821842466197	sphere/spheroid	4.5,  5.0	4.5,  5.0	pcc	Coleofasciculus chthonoplastes	Coleofasciculus	Coleofasciculaceae	Oscillatoriales		Cyanobacteria	Bacteria	species	G000155555	8679041.0	45.43	7194.0	81.85806473318884	4.0	-0.0874648886437104	0.0383693340217147
taxid64897	20.0	0.2	0.6262241356155654	12.566370614359172	20.0	0.2	0.6262241356155654	12.566370614359172	helical-shaped	20.0,  20.0	0.2,  0.2	bacdive	Borreliella bissettiae	Borreliella	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	species	G000222305	1403443.0	28.34	1423.0	87.97742409203651	1.0	-0.0787977110046554	0.0327152995562272
taxid65048	3.0000000000000004	0.85	1.5415729701318164	8.011061266653972	3.0	0.85	1.5415729701318164	8.011061266653972	rod-shaped	3.0,  3.0	0.85,  0.85	bacdive	Mitsuaria chitosanitabida	Mitsuaria		Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	species	G001598255	5819413.0	69.94	5063.0	89.9233479390447	1.0	-0.675535161142354	0.28396943063195
taxid65093	4.472135954999579	4.472135954999579	46.83209820693815	62.83185307179581	4.5	4.5	47.712938426394985	63.61725123519331	sphere/spheroid	4.0,  5.0	4.0,  5.0	pcc	Halothece sp. PCC 7418	Halothece	Aphanothecaceae	Chroococcales		Cyanobacteria	Bacteria	species	G000317635	4179170.0	42.92	3848.0	86.65792489896319	3.0	-0.0821662592756882	0.0415374396347524
taxid65123	0.4898979485566356	0.1581138830084189	0.0085842707818602	0.2433467205584167	0.55	0.275	0.0272230457156771	0.4751658888554563	spherical	0.3,  0.8	0.05,  0.5	bm4	Mycoplasma wenyonii	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Bacteria	genus	N3035	1260528.5	28.13	2157.0	69.3182582758846	1.0	-0.1282521456372355	0.0575193925043883
taxid65655	1.816590212458495	0.4242640687119284	0.23682141775021	2.421269298167198	3.05	0.4499999999999999	0.4612250714551513	4.31183591705199	rod-shaped	0.6,  5.5	0.3,  0.6	bacdive	Hydrogenophaga palleronii	Hydrogenophaga	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	genus	N6650	4981409.5	66.95500000000001	4732.0	92.52370553013944	1.5	-0.244046224222335	0.09801145064402861
taxid65656	1.816590212458495	0.4242640687119284	0.23682141775021	2.421269298167198	3.05	0.4499999999999999	0.4612250714551513	4.31183591705199	rod-shaped	0.6,  5.5	0.3,  0.6	bacdive	Hydrogenophaga taeniospiralis	Hydrogenophaga	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	genus	N6650	4981409.5	66.95500000000001	4732.0	92.52370553013944	1.5	-0.244046224222335	0.09801145064402861
taxid65959	1.4422205101855958	0.9797958971132712	0.8411590789262641	4.439327208946782	1.4500000000000002	1.0	0.8770279491271507	4.555309347705201		1.3,  1.6	0.8,  1.2	bacdive	Acetobacter pomorum	Acetobacter	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N7812	3340249.0	55.64	3156.0	88.81071441081188	1.0	-0.514974343760211	0.188848932214521
taxid66219	6.7082039324993685	0.6324555320336759	2.041213830873577	13.3286488144751	9.0	0.65	2.914579859444456	18.37831702350029	rod-shaped	3.0,  15.0	0.5,  0.8	bacdive	Lachnoclostridium phytofermentans	Lachnoclostridium	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	G000018685	4847594.0	35.35	4095.0	82.97347096312109	8.0	-0.570704202571398	0.21696239732991
taxid66371	1.1832159566199232	0.7348469228349535	0.397933108942084	2.7315601635738416	1.2	0.75	0.4196971435655114	2.827433388230814	rod-shaped	1.0,  1.4	0.6,  0.9	bacdive	Streptomyces fumigatiscleroticus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Bacteria	genus	N5091	8318010.0	71.99	7310.0	87.56259485470594	1.0	-0.467889854870651	0.173475057539848
taxid66851	0.916515138991168	0.447213595499958	0.1205498122744548	1.2876698099213992	0.95	0.45	0.1272345024703866	1.3430308594096363	rod	0.7,  1.2	0.4,  0.5	bm1	Methanobrevibacter oralis	Methanobrevibacter	Methanobacteriaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea	species	G001639275	2140433.0	27.71	2086.0	84.27565824298168	1.0	-0.210618507845782	0.104339161951001
taxid67081	1.7320508075688774	0.5916079783099616	0.4219134208229581	3.219174524803498	2.0	0.6	0.5089380098815465	3.769911184307752	rods	1.0,  3.0	0.5,  0.7	bm5	Mycolicibacterium alvei	Mycolicibacterium	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N5481	6255347.5	67.2	5998.0	92.81072296673872	2.0	-0.23428807721488498	0.0847042115594651
taxid67760	1.3	1.3	1.1503465099894628	5.309291584566751	1.3	1.3	1.1503465099894628	5.309291584566751	spherical	1.3,  1.3	1.3,  1.3	bm1	Methanocaldococcus infernus	Methanocaldococcus	Methanocaldococcaceae	Methanococcales	Methanococci	Euryarchaeota	Archaea	species	G000092305	1328194.0	33.62	1474.0	93.19737929850608	2.0	-0.145245384855683	0.0625849881356616
taxid68909	1.5491933384829666	1.5491933384829666	1.9467737644673329	7.539822368615502	1.6	1.6	2.1446605848506324	8.042477193189871	sphere-shaped	1.2,  2.0	1.2,  2.0	bacdive	Deinococcus geothermalis	Deinococcus	Deinococcaceae	Deinococcales	Deinococci	Deinococcus-Thermus	Bacteria	species	G000196275	3247018.0	66.47	3156.0	89.98749006011055	4.0	-0.235377848288292	0.0889129213345253
taxid68910	1.5491933384829666	1.5491933384829666	1.9467737644673329	7.539822368615502	1.6	1.6	2.1446605848506324	8.042477193189871	sphere-shaped	1.2,  2.0	1.2,  2.0	bacdive	Deinococcus murrayi	Deinococcus	Deinococcaceae	Deinococcales	Deinococci	Deinococcus-Thermus	Bacteria	species	G000482805	2767614.0	69.43	2702.0	91.26138977473016	1.0	-0.304056596477041	0.0963355732885464
taxid69284	1.2	0.6	0.2827433388230814	2.261946710584651	1.2	0.6	0.2827433388230814	2.261946710584651	rod-shaped	1.2,  1.2	0.6,  0.6	bacdive	Pseudoxanthomonas japonensis	Pseudoxanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7470	3419049.0	70.25	3104.0	89.51036601982129	1.0	-0.233145245096935	0.0848560024233111
taxid69363	2.23606797749979	0.6928203230275509	0.7559153982416447	4.866934411168334	3.0	0.7	1.0647381101791404	6.5973445725385655	rods	1.0,  5.0	0.6,  0.8	bm5	Microbacterium terregens	Microbacterium	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	N7235	3489832.0	69.97999999999999	3360.0	92.18519725611162	1.0	-0.355239124376166	0.120926937808528
taxid69366	2.449489742783178	0.4898979485566356	0.4309367429343864	3.769911184307752	3.5	0.5	0.6544984694978736	5.497787143782138	rods	1.0,  6.0	0.4,  0.6	bm5	Microbacterium flavescens	Microbacterium	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	N7235	3489832.0	69.97999999999999	3360.0	92.18519725611162	1.0	-0.355239124376166	0.120926937808528
taxid69473	3.162277660168379	0.3	0.2164596525098352	2.98037647973883	3.5	0.3	0.2403318379996192	3.2986722862692828	spherical	2.0,  5.0	0.3,  0.3	bm4	Acholeplasma vituli	Acholeplasma	Acholeplasmataceae	Acholeplasmatales	Mollicutes	Tenericutes	Bacteria	genus	N4804	1453539.0	30.86	1365.0	91.8361323638375	1.0	-0.239914836054611	0.139439516177835
taxid69656	1.3416407864998738	1.3416407864998738	1.2644666515873306	5.6548667764616285	1.35	1.35	1.288249337512665	5.725552611167398	spherical	1.2,  1.5	1.2,  1.5	bm1	Sulfurisphaera ohwakuensis	Sulfurisphaera	Sulfolobaceae	Sulfolobales	Thermoprotei	Crenarchaeota	Archaea	family	N799	2223173.5	36.71	2401.5	88.05134479549174	1.0	-0.0601120201579516	0.0210095436427054
taxid69710	9.486832980505138	0.316227766016838	0.7368152963798779	9.42477796076938	16.5	0.35	1.5762613890152035	18.14269757448105	helical	3.0,  30.0	0.2,  0.5	bm4	Treponema vincentii	Treponema	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	species	G000412995	2693493.0	45.51	2440.0	89.84664151716748	2.0	-0.0985261553177241	0.0453469415617728
taxid70190	26.75629709579236	26.75629709579236	10029.439227658884	2249.0644034378183	27.0	27.0	10687.698207512476	2318.4953783492674	sphere/spheroid	22.0,  26.0, 28.0,  32.0	22.0,  26.0, 28.0,  32.0	pcc		Chroococcus	Chroococcaceae	Chroococcales		Cyanobacteria	Bacteria	family	N5450	4263418.0	34.28	3857.0	84.14628825979531	3.0	-0.195095228071967	0.0986764696107186
taxid70771	10.000000000000002	0.4	1.239881900616772	12.566370614359172	50.5	0.4	6.329261999432237	63.460171602513824	rod	1.0,  100.0	0.4,  0.4	bm1	Pyrobaculum neutrophilum	Pyrobaculum	Thermoproteaceae	Thermoproteales	Thermoprotei	Crenarchaeota	Archaea	species	G000019805	1769823.0	59.91	2051.0	91.44016096524906	1.0	-0.0579042391648676	0.0245797225630774
taxid70799	7.483314773547881	7.483314773547881	219.42224935939444	175.9291886010283	7.5	7.5	220.8932334555323	176.71458676442586	sphere/spheroid	7.0,  8.0	7.0,  8.0	pcc	Nodularia spumigena	Nodularia	Aphanizomenonaceae	Nostocales		Cyanobacteria	Bacteria	species	G000340565	5462271.0	41.23	4771.0	81.43805021757434	6.0	-0.121891752231327	0.0604355573993284
taxid70995	1.5491933384829666	0.3872983346207417	0.1673008703839115	1.884955592153876	1.6	0.4	0.1843067690106012	2.010619298297468	rod-shaped	1.2,  2.0	0.3,  0.5	bacdive	Lewinella cohaerens	Lewinella	Lewinellaceae	Saprospirales	Saprospiria	Bacteroidetes	Bacteria	species	G000379805	7298817.0	45.0	5585.0	88.71977472513697	2.0	-0.344147430977129	0.150942262393911
taxid71152	0.8944271909999159	0.8944271909999159	0.3746567856555053	2.5132741228718345	0.9	0.9	0.3817035074111599	2.5446900494077327	spherical	0.8,  1.0	0.8,  1.0	bm1	Methanocalculus halotolerans	Methanocalculus	Methanocalculaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea	genus	G001508455	1973787.0	51.9	2244.0	90.51994972101852	1.0	-0.105107320113623	0.0437724342037871
taxid71518	0.2	0.2	0.0041887902047863	0.1256637061435917	0.2	0.2	0.0041887902047863	0.1256637061435917	spherical	0.2,  0.2	0.2,  0.2	bm1	Methanocorpusculum bavaricum	Methanocorpusculum	Methanocorpusculaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea	species	G000430905	1706782.0	51.43	1751.0	88.59022417625684	1.0	-0.422107922524694	0.163029667412834
taxid71667	0.316227766016838	0.316227766016838	0.0165576471096601	0.3141592653589793	0.35	0.35	0.022449297503777	0.3848451000647496	spherical	0.2,  0.5	0.2,  0.5	bm4	Waddlia chondrophila	Waddlia	Waddliaceae	Parachlamydiales	Chlamydiia	Chlamydiae	Bacteria	species	N3071	2121811.5	43.78	1965.5	93.79543867082111	1.5	-0.07805441254636955	0.03782497070875625
taxid71999	1.224744871391589	1.224744871391589	0.9619123726213976	4.712388980384689	1.25	1.25	1.0226538585904277	4.908738521234052	sphere	1.0,  1.5	1.0,  1.5	bm5	Kocuria palustris	Kocuria	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	species	G001275345	2854447.0	70.5	2482.0	88.77390261581314	3.0	-0.232823286365688	0.0846428153866084
taxid72000	1.224744871391589	1.224744871391589	0.9619123726213976	4.712388980384689	1.25	1.25	1.0226538585904277	4.908738521234052	sphere	1.0,  1.5	1.0,  1.5	bm5	Kocuria rhizophila	Kocuria	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	species	G000010285	2697540.0	71.16	2314.0	88.19846971685314	3.0	-0.310146102924345	0.112536238873375
